id,單字,组词,原註,罕度
1479,該,應該(应该),,0
1481,開,打開(打开),,0
1483,孩,孩子,,0
1484,咳,咳嗽,咳嗽,0
1485,咳,小兒笑(小儿笑),小兒笑,0
1486,唉,唉呀,,0
1487,哀,悲哀,,0
1491,等,等待,,0
1492,怠,懈怠,,0
1493,待,等待,,0
1496,乃,乃至,,0
1497,載,一年半載(一年半载),一年半載,0
1498,載,記載(记载),記載,0
1499,宰,宰相,,0
1500,採,採摘(采摘),,0
1501,采,風采(风采),,0
1502,彩,彩色,,0
1503,綵,綵帶(彩带),,0
1504,在,存在,,0
1505,改,改變(改变),,0
1506,凱,凱旋(凯旋),,0
1507,海,海洋,,0
1509,戴,愛戴(爱戴),,0
1510,態,態度(态度),,0
1513,代,代表,,0
1514,袋,口袋,,0
1516,耐,忍耐,,0
1518,再,再次,,0
1519,菜,蔬菜,,0
1520,塞,塞車(塞车),塞車,0
1521,塞,邊塞(边塞),塞外,0
1522,賽,比賽(比赛),,0
1523,概,大概,,0
1524,慨,感慨,,0
1525,礙,障礙(障碍),,0
1526,愛,愛情(爱情),,0
1528,堆,堆積(堆积),,0
1531,雷,打雷,,0
1535,催,催促,,0
1536,摧,摧毀(摧毁),,0
1540,恢,恢復(恢复),,0
1545,灰,灰色,,0
1546,回,回來(回来),,0
1550,迴,迴旋(回旋),,0
1553,杯,杯子,,0
1554,盃,茶杯,,0
1555,陪,陪伴,,0
1557,培,培養(培养),,0
1560,梅,梅花,,0
1562,煤,煤炭,,0
1563,腿,大腿,,0
1567,罪,犯罪,,0
1568,悔,後悔(后悔),,0
1569,賄,賄賂(贿赂),,0
1571,倍,加倍,,0
1572,每,每天,,0
1574,對,面對(面对),,0
1575,退,後退(后退),,0
1576,隊,團隊(团队),,0
1577,內,內部(内部),,0
1579,碎,破碎,,0
1580,塊,石塊(石块),,0
1584,輩,前輩(前辈),,0
1585,背,背誦(背诵),背書,0
1586,背,背後(背后),背後,0
1589,佩,佩服,,0
1590,妹,妹妹,,0
1592,配,配合,,0
1596,鄰,鄰居(邻居),,0
1597,輪,車輪(车轮),,0
1598,論,討論(讨论),討論,0
1599,論,論語(论语),論語,0
1605,遵,遵守,,0
1606,津,津津有味,,0
1608,親,親人(亲人),親人,0
1609,親,親家(亲家),親家,0
1611,薪,薪水,,0
1612,詢,詢問(询问),,0
1613,新,新舊(新旧),,0
1614,辛,辛苦,,0
1615,巡,巡邏(巡逻),,0
1617,旬,上旬,,0
1618,循,循環(循环),,0
1620,振,振奮(振奋),,0
1622,真,真實(真实),,0
1625,春,春天,,0
1628,辰,時辰(时辰),,0
1629,臣,大臣,,0
1631,純,純淨(纯净),,0
1634,晨,早晨,,0
1635,身,身體(身体),,0
1636,申,申請(申请),,0
1637,伸,伸展,,0
1640,脣,嘴脣(嘴唇),,0
1641,神,神仙,,0
1642,人,人類(人类),,0
1643,仁,仁慈,,0
1645,均,平均,,0
1646,因,因為(因为),,0
1648,姻,婚姻,,0
1649,勻,均勻(均匀),,0
1650,濱,海濱(海滨),,0
1652,賓,來賓(来宾),,0
1653,蘋,蘋果(苹果),,0
1655,民,人民,,0
1657,盡,盡力(尽力),,0
1658,筍,竹筍(竹笋),,0
1660,診,診斷(诊断),,0
1661,准,批准,,0
1662,準,標準(标准),,0
1664,蠢,愚蠢,,0
1665,腎,腎臟(肾脏),,0
1666,盾,矛盾,,0
1667,忍,忍耐,,0
1668,緊,緊張(紧张),,0
1670,允,允許(允许),,0
1672,引,引導(引导),,0
1677,進,進步(进步),,0
1678,俊,英俊,,0
1679,晉,晉升(晋升),,0
1681,訊,訊息(讯息),,0
1683,迅,迅速,,0
1684,信,信任,,0
1686,震,地震,,0
1688,慎,謹慎(谨慎),,0
1691,順,順利(顺利),,0
1694,刃,刀刃,,0
1695,認,認識(认识),,0
1696,潤,滋潤(滋润),,0
1698,印,打印,,0
1700,栗,栗子,,0
1701,律,法律,,0
1702,慄,戰慄(战栗),,0
1707,七,七個(七个),,0
1708,漆,油漆,,0
1709,疾,疾病,,0
1711,悉,熟悉,,0
1712,膝,膝蓋(膝盖),,0
1716,失,失去,,0
1717,室,教室,,0
1718,朮,白朮(白术),,0
1719,實,真實(真实),,0
1720,述,敘述(叙述),,0
1721,術,技術(技术),,0
1722,日,日期,,0
1723,橘,橘子,,0
1724,吉,吉祥,,0
1727,一,一個(一个),,0
1732,必,必要,,0
1733,畢,畢業(毕业),,0
1735,蜜,蜂蜜,,0
1736,匹,匹配,,0
1738,填,填寫(填写),,0
1739,屯,屯兵,,0
1740,屯,屯留,,0
1741,珍,珍惜,,0
1742,鎮,鎮定(镇定),,0
1743,塵,灰塵(灰尘),,0
1744,陳,陳舊(陈旧),,0
1745,趁,趁機(趁机),,0
1746,巾,毛巾,,0
1747,銀,白銀(白银),,0
1749,份,月份,,0
1751,貧,貧窮(贫穷),,0
1756,敏,敏捷,,0
1758,菌,細菌(细菌),,0
1759,陣,陣地(阵地),,0
1760,襯,襯衫(衬衫),,0
1762,僅,僅僅(仅仅),,0
1767,秩,秩序,,0
1770,乙,乙方,,0
1771,筆,鉛筆(铅笔),,0
1772,密,秘密,,0
1776,吞,吞嚥(吞咽),,0
1777,跟,跟隨(跟随),,0
1778,根,樹根(树根),,0
1779,痕,痕跡(痕迹),,0
1780,恩,恩情,,0
1781,墾,開墾(开垦),,0
1782,懇,誠懇(诚恳),,0
1783,很,很好,,0
1784,恨,仇恨,,0
1790,尊,尊重,,0
1791,村,村莊(村庄),,0
1792,蹲,蹲下,,0
1793,存,存在,,0
1794,孫,孫子(孙子),,0
1795,孫,子孫(子孙),,0
1797,昆,崑崙(昆仑),,0
1799,昏,黃昏(黄昏),,0
1800,婚,結婚(结婚),,0
1801,渾,渾人,渾人，雄渾,0
1802,渾,渾濁(浑浊),同「混」,0
1803,溫,溫度(温度),,0
1804,奔,奔跑,,0
1805,盆,臉盆(脸盆),,0
1806,門,大門(大门),,0
1807,噴,噴水(喷水),,0
1811,損,損失(损失),,0
1813,棍,棍棒,,0
1814,混,混亂(混乱),,0
1815,穩,穩定(稳定),,0
1816,本,根本,,0
1817,笨,笨拙,,0
1819,頓,安頓(安顿),安頓,0
1820,頓,冒頓(冒顿),冒頓,0
1822,嫩,嫩綠(嫩绿),,0
1823,寸,尺寸,,0
1825,困,困難(困难),,0
1826,悶,鬱悶(郁闷),,0
1828,突,突然,,0
1830,屑,木屑,,0
1832,骨,骨頭(骨头),,0
1833,滑,光滑,光滑,0
1834,滑,滑稽,滑稽,0
1838,忽,忽然,,0
1839,脖,脖子,,0
1842,沒,沒有(没有),,0
1843,筋,筋骨,,0
1844,斤,斤兩(斤两),,0
1846,欣,欣賞(欣赏),,0
1849,芹,芹菜,,0
1850,勤,勤奮(勤奋),,0
1852,謹,謹慎(谨慎),,0
1853,隱,隱藏(隐藏),,0
1854,近,遠近(远近),白讀,0
1855,近,靠近,靠近,0
1856,吃,口吃,口吃,0
1857,吃,吃飯(吃饭),吃食,0
1858,吃,吃食,吃食,0
1859,乞,乞討(乞讨),,0
1862,軍,軍隊(军队),,0
1863,君,君子,,0
1869,云,云云,,0
1870,雲,雲彩(云彩),,0
1872,員,人員(人员),,0
1874,分,分開(分开),分開,0
1875,分,本分,本分,0
1876,扮,打扮,,0
1878,墳,墳墓(坟墓),,0
1881,聞,新聞(新闻),,0
1882,文,文字,文字,0
1883,文,文過(文过),文過,0
1884,蚊,蚊子,,0
1885,紋,花紋(花纹),,0
1886,芬,芬芳,,0
1887,紛,繽紛(缤纷),,0
1889,粉,粉末,,0
1890,憤,憤怒(愤怒),,0
1894,訓,教訓(教训),,0
1895,運,運動(运动),,0
1896,韻,押韻(押韵),,0
1897,暈,日暈(日晕),日暈,0
1898,暈,頭暈(头晕),頭暈,0
1899,糞,糞便(粪便),,0
1900,奮,奮鬥(奋斗),,0
1902,問,問題(问题),,0
1905,屈,委曲,,0
1908,佛,佛教,佛教,0
1909,佛,仿佛,仿佛,0
1910,物,物品,,0
1911,勿,請勿(请勿),,0
1913,彿,彷彿(仿佛),,0
1914,掘,挖掘,,0
1917,端,端正,,0
1918,單,單純(单纯),單純,0
1919,單,單于(单于),單于,0
1920,單,姓氏,單姓,0
1922,丹,丹心,,0
1924,嘆,嘆氣(叹气),,0
1925,攤,分攤(分摊),,0
1926,灘,沙灘(沙滩),,0
1927,團,團結(团结),,0
1928,壇,論壇(论坛),,0
1930,彈,彈劾(弹劾),彈劾,0
1931,彈,彈藥(弹药),彈丸,0
1932,但,但是,,0
1933,難,困難(困难),困難,0
1934,難,難民(难民),難民,0
1937,蘭,蘭花(兰花),,0
1939,攔,阻攔(阻拦),,0
1940,欄,欄杆(栏杆),,0
1941,鑽,鑽石(钻石),,0
1942,餐,餐廳(餐厅),,0
1943,殘,殘酷(残酷),,0
1945,酸,酸味,,0
1947,痠,痠痛(酸痛),,0
1950,奸,奸詐(奸诈),,0
1951,肝,肝臟(肝脏),,0
1952,竿,竹竿,,0
1953,觀,參觀(参观),參觀,0
1954,觀,道觀(道观),道觀,0
1955,冠,衣冠,衣冠,0
1956,冠,冠軍(冠军),冠軍,0
1957,官,官員(官员),,0
1958,貫,貫穿(贯穿),,0
1960,乾,乾燥(干燥),乾燥,0
1961,乾,乾坤,乾坤,0
1962,干,干涉,,0
1963,刊,刊登,,0
1964,寬,寬容(宽容),,0
1965,看,看守,看守,0
1966,看,看待,看待,0
1967,歡,歡樂(欢乐),,0
1969,汗,流汗,流汗,0
1970,汗,可汗,可汗,0
1973,院,院子,,0
1974,寒,寒冷,,0
1975,完,完成,,0
1977,丸,丸子,,0
1978,安,安全,,0
1979,般,一般,一般,0
1980,般,般若,般若,0
1981,般,般樂(般乐),般樂,0
1983,盤,盤旋(盘旋),,0
1984,饅,饅頭(馒头),,0
1988,瞞,瞞騙(瞒骗),,0
1990,拌,攪拌(搅拌),,0
1992,斷,恩斷義絕(恩断义绝),恩斷義絕,0
1993,斷,折斷(折断),白讀,0
1994,斷,診斷(诊断),診斷,0
1995,短,短暫(短暂),,0
1996,坦,坦白,,0
1998,誕,誕生(诞生),,0
2000,緞,綢緞(绸缎),,0
2001,暖,溫暖(温暖),,0
2002,懶,懶惰(懒惰),,0
2003,卵,卵子,,0
2004,散,散文,散文,0
2005,散,散步,散步,0
2006,算,計算(计算),,0
2007,傘,雨傘(雨伞),,0
2008,管,管理,,0
2009,稈,麥稈(麦秆),,0
2011,款,款式,,0
2012,棵,一棵,,0
2014,旱,乾旱(干旱),,0
2015,緩,延緩(延缓),,0
2017,伴,夥伴(伙伴),,0
2018,滿,滿意(满意),,0
2019,旦,元旦,元旦,0
2020,旦,花旦,花旦,0
2021,鍛,鍛煉(锻炼),,0
2022,歎,感歎(感叹),,0
2023,炭,木炭,,0
2025,段,段落,,0
2026,亂,混亂(混乱),,0
2027,爛,腐爛(腐烂),,0
2028,讚,稱讚(称赞),,0
2029,贊,贊成(赞成),,0
2031,燦,燦爛(灿烂),,0
2032,竄,逃竄(逃窜),,0
2033,蒜,大蒜,,0
2035,杆,欄杆(栏杆),,0
2036,罐,罐頭(罐头),,0
2037,館,賓館(宾馆),,0
2038,灌,灌溉,,0
2039,幹,樹幹(树干),,0
2040,岸,海岸,,0
2041,玩,玩弄,玩弄,0
2042,玩,去玩,去玩,0
2044,喚,呼喚(呼唤),,0
2045,漢,漢族(汉族),,0
2047,換,交換(交换),,0
2050,案,檔案(档案),,0
2051,按,按鈕(按钮),,0
2055,半,一半,,0
2057,叛,背叛,,0
2059,漫,漫長(漫长),,0
2061,判,判斷(判断),,0
2062,胖,肥胖,肥胖,0
2063,胖,心廣體胖(心广体胖),心廣體胖,0
2064,達,發達(发达),,0
2066,奪,爭奪(争夺),,0
2067,脫,脫離(脱离),,0
2072,割,切割,,0
2073,活,生活,,0
2074,括,包括,,0
2075,葛,葛藤,,0
2076,闊,寬闊(宽阔),,0
2077,渴,口渴,,0
2081,撥,撥款(拨款),,0
2083,末,末尾,,0
2084,抹,塗抹(涂抹),塗抹,0
2085,抹,抹檯(抹台),抹檯,0
2086,源,來源(来源),,0
2087,元,元旦,,0
2089,原,原來(原来),,0
2090,言,言語(言语),,0
2091,掀,掀開(掀开),,0
2098,冤,冤屈,,0
2099,怨,怨恨,,0
2103,園,公園(公园),,0
2104,援,援助,,0
2111,繁,繁榮(繁荣),,0
2113,番,輪番(轮番),,0
2116,煩,煩惱(烦恼),,0
2117,反,反對(反对),,0
2118,翻,翻滾(翻滚),,0
2123,遠,遠方(远方),遠方,0
2124,遠,遠小人,遠小人,0
2126,返,返回,,0
2127,飯,吃飯(吃饭),,0
2128,挽,挽救,,0
2129,輓,輓聯(挽联),,0
2130,晚,夜晚,,0
2131,圈,豬圈(猪圈),豬圈,0
2132,圈,圓圈(圆圈),圓圈,0
2133,建,建設(建设),,0
2134,券,債券(债券),,0
2135,勸,勸告(劝告),,0
2136,願,願意(愿意),,0
2137,憲,憲法(宪法),,0
2138,販,販賣(贩卖),,0
2139,萬,千萬(千万),,0
2140,健,健康,,0
2144,月,月亮,,0
2145,歇,歇息,,0
2148,越,超越,,0
2149,髮,頭髮(头发),,0
2150,發,發展(发展),,0
2151,罰,處罰(处罚),,0
2152,拔,提拔,,0
2154,伐,討伐(讨伐),,0
2155,襪,襪子(袜子),,0
2156,竭,竭力,,0
2158,刪,刪除(删除),,0
2159,關,關心(关心),,0
2160,姦,姦淫(奸淫),,0
2161,頑,頑固(顽固),,0
2162,顏,顏色(颜色),,0
2163,環,環境(环境),,0
2166,還,歸還(归还),,0
2167,灣,海灣(海湾),,0
2168,彎,彎曲(弯曲),,0
2169,斑,斑點(斑点),,0
2170,班,班級(班级),,0
2171,蠻,野蠻(野蛮),,0
2172,攀,攀登,,0
2174,板,木板,,0
2175,版,版本,,0
2178,慣,習慣(习惯),,0
2181,串,一串,,0
2182,雁,大雁,,0
2183,患,患病,,0
2184,慢,緩慢(缓慢),,0
2185,刷,印刷,,0
2186,刮,刮風(刮风),,0
2187,瞎,瞎子,,0
2188,舌,舌頭(舌头),,0
2192,山,山峰,,0
2193,閒,空閒(空闲),,0
2194,艱,艱難(艰难),,0
2196,盞,一盞(一盏),,0
2197,鏟,鐵鏟(铁铲),,0
2199,產,生產(生产),,0
2200,揀,挑揀(挑拣),,0
2201,簡,簡單(简单),,0
2202,眼,眼睛,,0
2203,限,限制,,0
2205,幻,幻想,,0
2206,瓣,花瓣,,0
2207,辦,辦理(办理),,0
2208,盼,盼望,,0
2210,紮,包紮(包扎),,0
2211,扎,掙扎(挣扎),,0
2212,察,觀察(观察),,0
2218,猾,狡猾,,0
2220,軋,軋鋼(轧钢),,0
2222,八,八個(八个),,0
2223,連,連忙(连忙),,0
2224,令,令居,令居，古地名,0
2225,令,令狐,令狐,0
2226,令,命令,命令,0
2227,令,一令紙(一令纸),一令紙,0
2229,煎,煎熬,,0
2230,遷,搬遷(搬迁),,0
2232,拴,拴住,,0
2233,拴,拴緊(拴紧),,0
2236,全,完全,,0
2237,錢,金錢(金钱),,0
2238,泉,泉水,,0
2239,鮮,新鮮(新鲜),鮮美,0
2240,鮮,鮮有(鲜有),鮮有,0
2241,仙,仙女,,0
2242,宣,宣傳(宣传),,0
2243,旋,旋轉(旋转),,0
2244,專,專門(专门),,0
2246,川,山川,,0
2247,穿,穿衣,,0
2251,扇,扇子,,0
2253,船,船隻(船只),,0
2254,燃,燃燒(燃烧),,0
2255,然,然後(然后),,0
2263,捐,捐獻(捐献),,0
2264,鉛,鉛筆(铅笔),,0
2265,緣,邊緣(边缘),,0
2266,沿,沿途,,0
2267,延,延長(延长),,0
2268,鞭,鞭策,,0
2269,便,便利,便利,0
2270,便,大腹便便,大腹便便,0
2271,平,平安,,0
2272,棉,棉花,,0
2273,綿,綿延(绵延),,0
2275,篇,篇章,,0
2276,偏,偏離(偏离),,0
2277,扁,扁平,扁平,0
2278,扁,一葉扁舟(一叶扁舟),一葉扁舟,0
2279,剪,剪刀,,0
2281,踐,實踐(实践),,0
2285,選,選擇(选择),,0
2289,喘,喘氣(喘气),,0
2290,善,善良,,0
2291,軟,柔軟(柔软),,0
2292,遣,派遣,,0
2294,演,表演,,0
2296,戀,戀愛(恋爱),,0
2297,箭,弓箭,,0
2298,賤,卑賤(卑贱),,0
2300,線,路線(路线),,0
2301,顫,顫抖(颤抖),,0
2302,戰,戰爭(战争),,0
2305,絹,手絹(手绢),,0
2307,面,面前,,0
2308,劣,惡劣(恶劣),,0
2310,烈,強烈(强烈),,0
2311,裂,破裂,,0
2312,絕,絕對(绝对),,0
2313,雪,下雪,,0
2315,浙,浙江,,0
2317,設,假設(假设),,0
2318,熱,熱鬧(热闹),,0
2319,悅,喜悅(喜悦),,0
2320,閱,檢閱(检阅),,0
2321,滅,消滅(消灭),,0
2322,鏈,項鏈(项链),,0
2323,傳,傳播(传播),傳播,0
2324,傳,自傳(自传),自傳,0
2325,纏,纏繞(缠绕),,0
2329,圓,圓形(圆形),,0
2330,捲,席捲(席卷),,0
2333,鍵,鍵盤(键盘),,0
2334,權,權力(权力),,0
2335,卷,試卷(试卷),試卷,0
2336,卷,卷曲,卷曲,0
2337,拳,拳頭(拳头),,0
2338,展,展覽(展览),,0
2341,轉,轉變(转变),轉變,0
2342,轉,自轉(自转),自轉,0
2343,辨,辨別(辨别),,0
2344,辯,辯論(辩论),,0
2346,免,免除,,0
2347,勉,勉勵(勉励),,0
2348,件,文件,,0
2351,這,這個(这个),,0
2354,變,改變(改变),,0
2356,倦,疲倦,,0
2358,哲,哲學(哲学),,0
2360,撤,撤退,,0
2361,徹,徹底(彻底),,0
2363,別,分別(分别),,0
2364,杰,豪杰,,0
2365,傑,豪傑(豪杰),,0
2368,顛,顛倒(颠倒),,0
2369,天,天空,,0
2371,田,田地,,0
2374,年,年齡(年龄),,0
2375,零,零分,,0
2376,蓮,蓮花(莲花),,0
2377,憐,可憐(可怜),,0
2378,淺,淺水(浅水),,0
2384,千,千萬(千万),,0
2385,前,前面,,0
2386,先,首先,,0
2387,肩,肩膀,,0
2388,堅,堅強(坚强),,0
2391,縴,縴繩(纤绳),,0
2392,牽,牽掛(牵挂),,0
2394,研,研究,,0
2396,縣,縣城(县城),,0
2397,絃,琴絃(琴弦),,0
2398,懸,懸掛(悬挂),,0
2399,賢,聖賢(圣贤),,0
2400,弦,琴弦,,0
2402,燕,燕子,燕子,0
2403,燕,燕國(燕国),燕國,0
2405,咽,咽喉,咽喉,0
2406,咽,狼吞虎咽,狼吞虎咽,0
2407,咽,哽咽,哽咽,0
2408,煙,煙霧(烟雾),,0
2409,邊,旁邊(旁边),,0
2411,編,編輯(编辑),,0
2413,眠,睡眠,,0
2414,典,詞典(词典),,0
2418,繭,蠶繭(蚕茧),,0
2419,犬,獵犬(猎犬),,0
2420,顯,明顯(明显),,0
2421,宴,宴會(宴会),,0
2423,辮,辮子(辫子),,0
2424,唸,呻吟,呻吟,0
2425,唸,吟誦(吟诵),吟誦,0
2427,電,電話(电话),,0
2428,殿,宮殿(宫殿),,0
2431,練,練習(练习),,0
2432,鍊,項鍊(项链),,0
2433,薦,推薦(推荐),,0
2435,荐,荐舉(荐举),,0
2436,見,看見(看见),看見,0
2437,見,發見(发见),發見,0
2441,現,現在(现在),,0
2442,嚥,吞嚥(吞咽),,0
2443,遍,普遍,,0
2444,麵,麵條(面条),,0
2445,片,圖片(图片),,0
2446,鐵,鋼鐵(钢铁),,0
2447,跌,跌倒,,0
2449,捏,捏造,,0
2450,節,節日(节日),,0
2452,竊,盜竊(盗窃),,0
2454,截,截斷(截断),,0
2458,結,結束(结束),,0
2461,潔,清潔(清洁),,0
2462,缺,缺少,,0
2463,決,決定(决定),,0
2464,血,血液,,0
2465,頁,頁面(页面),,0
2466,穴,洞穴,,0
2470,蔑,輕蔑(轻蔑),,0
2472,刀,刀劍(刀剑),,0
2473,滔,滔滔,,0
2475,叨,叨擾(叨扰),叨擾,0
2476,叨,嘮叨(唠叨),嘮叨,0
2477,綢,綢緞(绸缎),,0
2478,掏,掏出,,0
2479,逃,逃跑,,0
2480,桃,桃子,,0
2482,濤,波濤(波涛),,0
2483,萄,葡萄,,0
2484,撈,撈取(捞取),,0
2485,牢,牢固,,0
2486,勞,勤勞(勤劳),勤勞,0
2487,勞,慰勞(慰劳),慰勞,0
2488,糟,糟糕,,0
2489,槽,水槽,,0
2490,遭,遭遇,,0
2491,操,早操,早操,0
2492,操,操行,操行,0
2497,膏,牙膏,,0
2498,高,高大,,0
2507,撓,阻撓(阻挠),,0
2509,號,哀號(哀号),哀號,0
2510,號,號碼(号码),號碼,0
2511,豪,豪華(豪华),,0
2512,毫,絲毫(丝毫),,0
2514,袍,長袍(长袍),,0
2515,毛,毛衣,,0
2518,島,島嶼(岛屿),,0
2519,倒,倒下,,0
2520,倒,倒水,,0
2522,套,手套,,0
2523,討,討論(讨论),,0
2524,道,道路,,0
2525,稻,稻米,,0
2526,腦,腦袋(脑袋),,0
2527,惱,煩惱(烦恼),,0
2530,老,老人,,0
2531,棗,紅棗(红枣),,0
2534,早,早晨,,0
2535,澡,洗澡,,0
2536,草,草地,,0
2537,造,製造(制造),製造,0
2538,造,新造,新造,0
2539,造,造訪(造访),造訪,0
2540,掃,打掃(打扫),,0
2541,燥,乾燥(干燥),,0
2542,嫂,大嫂,,0
2543,考,考試(考试),,0
2544,好,友好,友好,0
2545,好,好客,好客,0
2546,浩,浩大,,0
2547,襖,棉襖(棉袄),,0
2550,寶,寶貝(宝贝),,0
2551,堡,城堡,,0
2552,保,保護(保护),,0
2555,抱,擁抱(拥抱),,0
2556,到,到達(到达),,0
2557,悼,悼念,,0
2558,蹈,舞蹈,,0
2559,導,領導(领导),,0
2560,盜,盜竊(盗窃),,0
2561,躁,煩躁(烦躁),,0
2564,告,報告(报告),報告,0
2565,告,忠告,忠告,0
2566,靠,依靠,,0
2567,傲,驕傲(骄傲),,0
2568,奧,奧妙(奥妙),,0
2570,報,報紙(报纸),,0
2571,暴,凶暴,凶暴,0
2572,暴,一暴十寒,一暴十寒,0
2575,帽,帽子,,0
2576,冒,冒犯,冒犯,0
2577,冒,冒頓(冒顿),冒頓,0
2581,抓,抓住,,0
2582,鈔,鈔票(钞票),,0
2583,抄,抄寫(抄写),,0
2585,梢,樹梢(树梢),,0
2586,交,交流,,0
2588,教,教書(教书),讓,0
2589,教,教室,教室,0
2590,咬,咬住,,0
2591,郊,郊區(郊区),,0
2592,膠,膠水(胶水),,0
2594,敲,敲門(敲门),,0
2599,胞,細胞(细胞),,0
2601,包,包子,,0
2602,跑,跑步,,0
2603,炮,炮彈(炮弹),炮彈,0
2604,炮,炮製(炮制),炮製,0
2605,炮,炮雞丁(炮鸡丁),炮雞丁,0
2607,茅,茅草,,0
2608,泡,浸泡,浸泡,0
2609,泡,燈泡(灯泡),燈泡,0
2610,泡,水泡,白讀,0
2611,拋,拋棄(抛弃),,0
2612,爪,爪子,,0
2613,炒,炒菜,,0
2614,攪,攪拌(搅拌),,0
2615,絞,絞痛(绞痛),,0
2616,狡,狡猾,,0
2617,巧,巧妙,,0
2618,飽,飽滿(饱满),,0
2622,鬧,熱鬧(热闹),,0
2623,罩,口罩,,0
2626,稍,稍微,,0
2627,覺,睡覺(睡觉),睡覺,0
2628,覺,直覺(直觉),直覺,0
2629,較,比較(比较),,0
2632,樂,快樂(快乐),快樂,0
2633,樂,音樂(音乐),音樂,0
2634,樂,仁者樂山(仁者乐山),仁者樂山,0
2635,孝,孝順(孝顺),,0
2636,校,學校(学校),學校,0
2637,校,校對(校对),校對,0
2638,效,效果,,0
2640,爆,爆炸,,0
2641,貌,面貌,,0
2644,蕉,香蕉,,0
2645,焦,焦急,,0
2646,椒,辣椒,,0
2649,消,消失,,0
2650,宵,元宵,,0
2652,哨,哨子,,0
2654,銷,銷售(销售),,0
2657,招,招呼,,0
2659,燒,燃燒(燃烧),,0
2660,饒,饒恕(饶恕),,0
2663,要,要求,要求,0
2664,要,重要,要點,0
2665,腰,腰帶(腰带),,0
2666,遙,遙遠(遥远),,0
2668,搖,搖晃(摇晃),,0
2669,陶,皋陶,皋陶,0
2670,陶,陶瓷,陶瓷,0
2671,謠,謠言(谣言),,0
2672,窯,窯洞(窑洞),,0
2675,標,標準(标准),,0
2677,飄,飄揚(飘扬),,0
2678,漂,漂泊,漂泊,0
2679,漂,漂亮,漂亮,0
2683,悄,悄悄,,0
2684,小,小心,,0
2686,紹,介紹(介绍),,0
2687,少,多少,多少,0
2688,少,年少,年少,0
2689,擾,打擾(打扰),,0
2690,繞,圍繞(围绕),,0
2693,吵,吵鬧(吵闹),,0
2694,秒,秒鐘(秒钟),,0
2695,療,治療(治疗),,0
2699,笑,微笑,,0
2700,照,照片,,0
2703,約,約定(约定),,0
2705,耀,照耀,,0
2706,妙,美妙,,0
2707,朝,朝夕,朝夕,0
2708,朝,朝廷,朝廷,0
2709,超,超過(超过),,0
2710,潮,潮濕(潮湿),,0
2712,驕,驕傲(骄傲),,0
2713,喬,喬木(乔木),,0
2714,嬌,嬌嫩(娇嫩),,0
2716,妖,妖怪,,0
2719,描,描寫(描写),,0
2720,苗,幼苗,,0
2721,貓,貓咪(猫咪),,0
2722,橋,橋樑(桥梁),,0
2723,轎,轎車(轿车),,0
2724,僑,華僑(华侨),,0
2725,趙,趙姓(赵姓),,0
2726,兆,征兆,,0
2728,表,表示,,0
2729,召,召喚(召唤),召喚,0
2730,召,召南,召南,0
2731,廟,寺廟(寺庙),,0
2733,雕,雕刻,,0
2736,鵰,大鵰(大雕),,0
2737,挑,挑水,挑水,0
2738,挑,挑達(挑达),挑達,0
2739,跳,跳躍(跳跃),,0
2740,調,調味(调味),調味,0
2741,調,調動(调动),調動,0
2743,條,條件(条件),,0
2749,遼,遼闊(辽阔),,0
2750,料,材料,,0
2753,僚,官僚,,0
2757,艘,一艘,,0
2760,澆,澆水(浇水),,0
2761,邀,邀請(邀请),,0
2765,鳥,鳥類(鸟类),,0
2766,掉,掉落,,0
2768,了,了解,,0
2769,繳,繳費(缴费),,0
2771,曉,曉得(晓得),,0
2774,弔,弔唁(吊唁),,0
2775,釣,釣魚(钓鱼),,0
2777,尿,尿液,,0
2779,激,激動(激动),,0
2780,叫,叫喊,,0
2782,多,多少,,0
2783,他,他們(他们),,0
2784,它,它們(它们),,0
2789,駝,駱駝(骆驼),,0
2791,挪,挪動(挪动),,0
2792,那,那個(那个),那個,0
2793,那,姓氏,那姓,0
2796,蘿,蘿蔔(萝卜),,0
2797,羅,羅列(罗列),,0
2799,騾,騾子(骡子),,0
2800,籮,竹籮(竹箩),,0
2801,鑼,鑼鼓(锣鼓),,0
2802,螺,螺絲(螺丝),,0
2806,獻,貢獻(贡献),,0
2812,過,過程(过程),,0
2815,哥,哥哥,,0
2816,鍋,鍋子(锅子),,0
2817,歌,歌曲,,0
2822,課,課程(课程),,0
2825,科,科學(科学),,0
2828,蛾,飛蛾(飞蛾),,0
2832,鵝,天鵝(天鹅),,0
2836,何,如何,,0
2839,荷,荷花,荷花,0
2840,荷,負荷(负荷),負荷,0
2841,和,和諧(和谐),和諧,0
2842,和,唱和,唱和,0
2843,河,河流,,0
2844,禾,禾苗,,0
2845,阿,阿諛(阿谀),阿諛奉承,0
2846,阿,阿伯,阿伯,0
2847,波,波浪,,0
2848,婆,婆婆,,0
2849,摩,摩擦,,0
2850,魔,魔鬼,,0
2851,磨,磨刀,,0
2852,磨,石磨,,0
2853,坡,山坡,,0
2855,玻,玻璃,,0
2858,茄,茄瓜,茄瓜,0
2859,茄,雪茄,雪茄,0
2861,朵,花朵,,0
2862,妥,妥當(妥当),,0
2864,惰,懶惰(懒惰),,0
2869,左,左右,,0
2870,坐,坐下,,0
2872,鎖,鎖門(锁门),,0
2874,裹,包裹,,0
