聲,呼,等,韻,調,組,攝,單字,多音,原註,罕度
並,開,三,仙B,上,幫,山,辯,0,,0
明,開,三,仙B,上,幫,山,冕,0,,1
明,開,三,仙B,上,幫,山,免,0,,0
明,開,三,仙B,上,幫,山,勉,0,,0
群,開,三,仙B,上,見,山,件,0,,0
娘,開,三,仙B,去,知,山,碾,0,,1
見,合,三,仙B,去,見,山,眷,0,,1
疑,開,三,仙B,去,見,山,這,0,,0
疑,開,三,仙B,去,見,山,諺,0,,1
疑,開,三,仙B,去,見,山,彥,0,,2
幫,開,三,仙B,去,幫,山,變,0,,0
並,開,三,仙B,去,幫,山,汴,0,,2
群,合,三,仙B,去,見,山,倦,0,,0
娘,合,三,仙B,入,知,山,吶,0,,1
知,開,三,仙B,入,知,山,哲,0,,0
澄,開,三,仙B,入,知,山,轍,0,,1
澄,開,三,仙B,入,知,山,撤,0,,0
澄,開,三,仙B,入,知,山,徹,0,,0
澄,開,三,仙B,入,知,山,澈,0,,1
並,開,三,仙B,入,幫,山,別,0,,0
群,開,三,仙B,入,見,山,杰,0,,0
群,開,三,仙B,入,見,山,傑,0,,0
端,開,四,先,平,端,山,癲,0,,2
端,開,四,先,平,端,山,巔,0,,2
端,開,四,先,平,端,山,顛,0,,0
透,開,四,先,平,端,山,天,0,,0
定,開,四,先,平,端,山,闐,0,,2
定,開,四,先,平,端,山,田,0,,0
定,開,四,先,平,端,山,佃,1,佃作,1
定,開,四,先,去,端,山,佃,1,佃農,1
泥,開,四,先,平,端,山,年,0,,0
來,開,四,先,平,來,山,零,0,,0
來,開,四,先,平,來,山,蓮,0,,0
來,開,四,先,平,來,山,憐,0,,0
精,開,四,先,平,精,山,淺,0,,0
精,開,四,先,平,精,山,箋,0,,2
精,開,四,先,平,精,山,濺,1,濺濺,1
精,開,三,仙A,去,精,山,濺,1,飛濺,1
清,開,四,先,平,精,山,仟,0,,3
清,開,四,先,平,精,山,阡,0,,2
清,開,四,先,平,精,山,千,0,,0
從,開,四,先,平,精,山,前,0,,0
心,開,四,先,平,精,山,先,0,,0
見,開,四,先,平,見,山,肩,0,,0
見,開,四,先,平,見,山,堅,0,,0
見,合,四,先,平,見,山,涓,0,,2
見,合,四,先,平,見,山,鵑,0,,1
溪,開,四,先,平,見,山,縴,0,,0
溪,開,四,先,平,見,山,牽,0,,0
疑,開,四,先,平,見,山,妍,0,,2
疑,開,四,先,平,見,山,研,0,,0
匣,合,四,先,平,影,山,眩,0,,2
匣,合,四,先,平,影,山,縣,0,,0
匣,開,四,先,平,影,山,絃,0,,0
匣,合,四,先,平,影,山,懸,0,,0
匣,開,四,先,平,影,山,賢,0,,0
匣,開,四,先,平,影,山,弦,0,,0
匣,合,四,先,平,影,山,玄,0,,1
影,開,四,先,去,影,山,燕,1,燕子,0
影,開,四,先,平,影,山,燕,1,燕國,0
影,合,四,先,平,影,山,淵,0,,1
影,開,四,先,平,影,山,咽,1,咽喉,0
影,開,四,先,去,影,山,咽,1,狼吞虎咽,0
影,開,四,先,入,影,山,咽,1,哽咽,0
影,開,四,先,平,影,山,煙,0,,0
幫,開,四,先,平,幫,山,邊,0,,0
幫,開,四,先,平,幫,山,蝙,0,,1
幫,開,四,先,平,幫,山,編,0,,0
並,開,四,先,平,幫,山,胼,0,,2
明,開,四,先,平,幫,山,眠,0,,0
端,開,四,先,上,端,山,典,0,,0
透,開,四,先,上,端,山,腆,0,,2
透,開,四,先,上,端,山,靦,1,靦顏事仇,2
,,,,,,,靦,1,靦腆,2
見,開,四,先,上,見,山,繭,0,,0
溪,合,四,先,上,見,山,犬,0,,0
曉,開,四,先,上,影,山,顯,0,,0
影,開,四,先,上,影,山,宴,0,,0
幫,開,四,先,上,幫,山,匾,0,,1
並,開,四,先,上,幫,山,辮,0,,0
端,開,四,先,去,端,山,唸,1,呻吟,0
泥,開,四,添,去,端,咸,唸,1,吟誦,0
定,開,四,先,去,端,山,奠,0,,1
定,開,四,先,去,端,山,電,0,,0
定,開,四,先,去,端,山,殿,0,,0
定,開,四,先,去,端,山,甸,0,,1
定,開,四,先,去,端,山,澱,0,,1
來,開,四,先,去,來,山,練,0,,0
來,開,四,先,去,來,山,鍊,0,,0
精,開,四,先,去,精,山,薦,0,,0
清,開,四,先,去,精,山,倩,0,,2
從,開,四,先,去,精,山,荐,0,,0
見,開,四,先,去,見,山,見,1,看見,0
匣,開,四,先,去,影,山,見,1,發見,0
疑,開,四,先,去,見,山,硯,0,,1
曉,合,四,先,去,影,山,絢,0,,2
匣,合,四,先,去,影,山,炫,0,,1
匣,開,四,先,去,影,山,現,0,,0
影,開,四,先,去,影,山,嚥,0,,0
幫,開,四,先,去,幫,山,遍,0,,0
明,開,四,先,去,幫,山,麵,0,,0
滂,開,四,先,去,幫,山,片,0,,0
透,開,四,先,入,端,山,鐵,0,,0
定,開,四,先,入,端,山,跌,0,,0
定,開,四,先,入,端,山,迭,0,,2
泥,開,四,先,入,端,山,捏,0,,0
精,開,四,先,入,精,山,節,0,,0
精,開,四,先,入,精,山,癤,0,,2
清,開,四,先,入,精,山,竊,0,,0
清,開,四,先,入,精,山,沏,0,,2
從,開,四,先,入,精,山,截,0,,0
見,合,四,先,入,見,山,訣,0,,1
見,開,四,先,入,見,山,桔,1,桔梗,2
,,,,,,,桔,1,桔柣,2
見,開,四,先,入,見,山,結,0,,0
見,開,四,先,入,見,山,鍥,0,,2
見,合,四,先,入,見,山,抉,0,,2
見,開,四,先,入,見,山,潔,0,,0
溪,合,四,先,入,見,山,缺,0,,0
曉,合,四,先,入,影,山,決,0,,0
曉,合,四,先,入,影,山,血,0,,0
匣,開,四,先,入,影,山,頁,0,,0
匣,合,四,先,入,影,山,穴,0,,0
影,開,四,先,入,影,山,噎,0,,2
並,開,四,先,入,幫,山,癟,0,,1
明,開,四,先,入,幫,山,篾,0,,2
明,開,四,先,入,幫,山,蔑,0,,0
滂,開,四,先,入,幫,山,瞥,0,,2
端,開,一,豪,平,端,效,刀,0,,0
透,開,一,豪,平,端,效,滔,0,,0
透,開,一,豪,平,端,效,絛,0,,2
透,開,一,豪,平,端,效,叨,1,叨擾,0
,,,,,,,叨,1,嘮叨,0
透,開,一,豪,平,端,效,綢,0,,0
定,開,一,豪,平,端,效,掏,0,,0
定,開,一,豪,平,端,效,逃,0,,0
定,開,一,豪,平,端,效,桃,0,,0
定,開,一,豪,平,端,效,啕,0,,2
定,開,一,豪,平,端,效,濤,0,,0
定,開,一,豪,平,端,效,萄,0,,0
來,開,一,豪,平,來,效,撈,0,,0
來,開,一,豪,平,來,效,牢,0,,0
來,開,一,豪,平,來,效,勞,1,勤勞,0
來,開,一,豪,去,來,效,勞,1,慰勞,0
精,開,一,豪,平,精,效,糟,0,,0
精,開,一,豪,平,精,效,槽,0,,0
精,開,一,豪,平,精,效,遭,0,,0
清,開,一,豪,平,精,效,操,1,早操,0
清,開,一,豪,去,精,效,操,1,操行,0
從,開,一,豪,平,精,效,嘈,0,,2
從,開,一,豪,平,精,效,曹,0,,1
心,開,一,豪,平,精,效,搔,0,,1
心,開,一,豪,平,精,效,騷,0,,1
見,開,一,豪,平,見,效,膏,0,,0
見,開,一,豪,平,見,效,高,0,,0
見,開,一,豪,平,見,效,羔,0,,1
見,開,一,豪,平,見,效,篙,0,,1
見,開,一,豪,平,見,效,咎,0,,2
疑,開,一,豪,平,見,效,熬,0,,1
疑,開,一,豪,平,見,效,翱,0,,2
疑,開,一,豪,平,見,效,遨,0,,2
疑,開,一,豪,平,見,效,敖,0,,2
疑,開,一,豪,平,見,效,螯,0,,2
曉,開,一,豪,平,影,效,撓,0,,0
曉,開,一,豪,平,影,效,蒿,0,,1
匣,開,一,豪,平,影,效,號,1,哀號,0
匣,開,一,豪,去,影,效,號,1,號碼,0
匣,開,一,豪,平,影,效,豪,0,,0
匣,開,一,豪,平,影,效,毫,0,,0
幫,開,一,豪,平,幫,效,褒,0,,1
並,開,一,豪,平,幫,效,袍,0,,0
明,開,一,豪,平,幫,效,毛,0,,0
明,開,一,豪,平,幫,效,髦,0,,2
端,開,一,豪,上,端,效,擣,0,,1
端,開,一,豪,上,端,效,島,0,,0
端,開,一,豪,上,端,效,倒,1,,0
端,開,一,豪,去,端,效,倒,1,,0
端,開,一,豪,上,端,效,禱,0,,1
透,開,一,豪,上,端,效,套,0,,0
透,開,一,豪,上,端,效,討,0,,0
定,開,一,豪,上,端,效,道,0,,0
定,開,一,豪,上,端,效,稻,0,,0
泥,開,一,豪,上,端,效,腦,0,,0
泥,開,一,豪,上,端,效,惱,0,,0
來,開,一,豪,上,來,效,潦,1,流潦,1
,,,,,,,潦,1,潦倒,1
來,開,一,豪,上,來,效,老,0,,0
精,開,一,豪,上,精,效,棗,0,,0
精,開,一,豪,上,精,效,藻,0,,1
精,開,一,豪,上,精,效,蚤,0,,1
精,開,一,豪,上,精,效,早,0,,0
精,開,一,豪,上,精,效,澡,0,,0
清,開,一,豪,上,精,效,草,0,,0
從,開,一,豪,上,精,效,造,1,製造,0
從,開,一,豪,上,精,效,造,1,新造,0
清,開,一,豪,去,精,效,造,1,造訪,0
心,開,一,豪,上,精,效,掃,0,,0
心,開,一,豪,上,精,效,燥,0,,0
心,開,一,豪,上,精,效,嫂,0,,0
溪,開,一,豪,上,見,效,考,0,,0
曉,開,一,豪,上,影,效,好,1,友好,0
曉,開,一,豪,去,影,效,好,1,好客,0
匣,開,一,豪,上,影,效,浩,0,,0
影,開,一,豪,上,影,效,襖,0,,0
影,開,一,豪,上,影,效,燠,0,,3
影,開,一,豪,上,影,效,懊,0,,1
幫,開,一,豪,上,幫,效,寶,0,,0
幫,開,一,豪,上,幫,效,堡,0,,0
幫,開,一,豪,上,幫,效,保,0,,0
幫,開,一,豪,上,幫,效,葆,0,,2
幫,開,一,豪,上,幫,效,褓,0,,2
並,開,一,豪,上,幫,效,抱,0,,0
端,開,一,豪,去,端,效,到,0,,0
定,開,一,豪,去,端,效,悼,0,,0
定,開,一,豪,去,端,效,蹈,0,,0
定,開,一,豪,去,端,效,導,0,,0
定,開,一,豪,去,端,效,盜,0,,0
精,開,一,豪,去,精,效,躁,0,,0
清,開,一,豪,去,精,效,糙,0,,1
心,開,一,豪,去,精,效,噪,0,,1
見,開,一,豪,去,見,效,告,1,報告,0
見,合,一,冬,入,見,通,告,1,忠告,0
溪,開,一,豪,去,見,效,靠,0,,0
疑,開,一,豪,去,見,效,傲,0,,0
影,開,一,豪,去,影,效,奧,0,,0
影,開,一,豪,去,影,效,澳,0,,1
幫,開,一,豪,去,幫,效,報,0,,0
並,開,一,豪,去,幫,效,暴,1,凶暴,0
並,開,一,東,入,幫,通,暴,1,一暴十寒,0
並,開,一,豪,去,幫,效,曝,0,,2
並,開,一,東,入,幫,通,瀑,0,,1
明,開,一,豪,去,幫,效,帽,0,,0
明,開,一,豪,去,幫,效,冒,1,冒犯,0
明,開,一,登,入,幫,曾,冒,1,冒頓,0
知,開,二,肴,平,知,效,嘲,0,,1
知,開,二,肴,平,知,效,啁,0,,2
徹,開,二,肴,平,知,效,嘮,0,,1
莊,開,二,肴,平,莊,效,抓,0,,0
初,開,二,肴,平,莊,效,鈔,0,,0
初,開,二,肴,平,莊,效,抄,0,,0
崇,開,二,肴,平,莊,效,巢,0,,1
生,開,二,肴,平,莊,效,梢,0,,0
見,開,二,肴,平,見,效,交,0,,0
見,開,二,肴,平,見,效,蛟,0,,2
見,開,二,肴,平,見,效,教,1,讓,0
見,開,二,肴,去,見,效,教,1,教室,0
見,開,二,肴,平,見,效,咬,0,,0
見,開,二,肴,平,見,效,郊,0,,0
見,開,二,肴,平,見,效,膠,0,,0
溪,開,二,肴,平,見,效,跤,0,,2
溪,開,二,肴,平,見,效,敲,0,,0
曉,開,二,肴,平,影,效,哮,0,,1
匣,開,二,肴,平,影,效,餚,0,,1
匣,開,二,肴,平,影,效,淆,0,,1
匣,開,二,肴,平,影,效,肴,0,,1
幫,開,二,肴,平,幫,效,胞,0,,0
幫,開,二,肴,平,幫,效,苞,0,,1
幫,開,二,肴,平,幫,效,包,0,,0
並,開,二,肴,平,幫,效,跑,0,,0
滂,開,二,肴,去,幫,效,炮,1,炮彈,0
並,開,二,肴,平,幫,效,炮,1,炮製,0
,,,,,,,炮,1,炮雞丁,0
並,開,二,肴,平,幫,效,咆,0,,1
明,開,二,肴,平,幫,效,茅,0,,0
滂,開,二,肴,平,幫,效,泡,1,浸泡,0
,,,,,,,泡,1,燈泡,0
,,,,,,,泡,1,白讀,0
滂,開,二,肴,平,幫,效,拋,0,,0
莊,開,二,肴,上,莊,效,爪,0,,0
初,開,二,肴,上,莊,效,炒,0,,0
見,開,二,肴,上,見,效,攪,0,,0
見,開,二,肴,上,見,效,絞,0,,0
見,開,二,肴,上,見,效,狡,0,,0
溪,開,二,肴,上,見,效,巧,0,,0
幫,開,二,肴,上,幫,效,飽,0,,0
並,開,二,肴,上,幫,效,鮑,1,鮑魚,2
並,開,二,肴,上,幫,效,鮑,1,鮑魚之肆,2
明,開,二,肴,上,幫,效,卯,0,,2
娘,開,二,肴,去,知,效,鬧,0,,0
知,開,二,肴,去,知,效,罩,0,,0
澄,開,二,肴,去,知,效,濯,0,,2
初,開,二,肴,去,莊,效,縐,0,,2
生,開,二,肴,去,莊,效,稍,0,,0
見,開,二,肴,去,見,效,覺,1,睡覺,0
見,開,二,江,入,見,江,覺,1,直覺,0
見,開,二,肴,去,見,效,較,0,,0
見,開,二,肴,去,見,效,酵,0,,1
見,開,二,肴,去,見,效,窖,0,,1
來,開,一,唐,入,來,宕,樂,1,快樂,0
疑,開,二,江,入,見,江,樂,1,音樂,0
疑,開,二,肴,去,見,效,樂,1,仁者樂山,0
曉,開,二,肴,去,影,效,孝,0,,0
匣,開,二,肴,去,影,效,校,1,學校,0
見,開,二,肴,去,見,效,校,1,校對,0
匣,開,二,肴,去,影,效,效,0,,0
幫,開,二,肴,去,幫,效,豹,0,,1
幫,開,二,肴,去,幫,效,爆,0,,0
明,開,二,肴,去,幫,效,貌,0,,0
滂,開,二,肴,去,幫,效,皰,0,,2
來,開,三,宵A,平,來,效,燎,0,,1
精,開,三,宵A,平,精,效,蕉,0,,0
精,開,三,宵A,平,精,效,焦,0,,0
精,開,三,宵A,平,精,效,椒,0,,0
從,開,三,宵A,平,精,效,憔,0,,1
從,開,三,宵A,平,精,效,樵,0,,2
心,開,三,宵A,平,精,效,消,0,,0
心,開,三,宵A,平,精,效,宵,0,,0
心,開,三,宵A,平,精,效,逍,0,,2
心,開,三,宵A,平,精,效,哨,0,,0
心,開,三,宵A,平,精,效,霄,0,,2
心,開,三,宵A,平,精,效,銷,0,,0
心,開,三,宵A,平,精,效,硝,0,,1
章,開,三,宵A,平,章,效,昭,0,,1
章,開,三,宵A,平,章,效,招,0,,0
常,開,三,宵A,平,章,效,韶,0,,2
書,開,三,宵A,平,章,效,燒,0,,0
日,開,三,宵A,平,日,效,饒,0,,0
日,開,三,宵A,平,日,效,蟯,0,,3
溪,開,三,宵A,平,見,效,蹺,0,,1
影,開,三,宵A,平,影,效,要,1,要求,0
影,開,三,宵A,去,影,效,要,1,要點,0
影,開,三,宵A,平,影,效,腰,0,,0
以,開,三,宵A,平,以,效,遙,0,,0
以,開,三,宵A,平,以,效,瑤,0,,2
以,開,三,宵A,平,以,效,搖,0,,0
以,開,三,宵A,平,以,效,陶,1,皋陶,0
定,開,一,豪,平,端,效,陶,1,陶瓷,0
以,開,三,宵A,平,以,效,謠,0,,0
以,開,三,宵A,平,以,效,窯,0,,0
以,開,三,宵A,平,以,效,姚,0,,1
幫,開,三,宵A,平,幫,效,飆,0,,2
幫,開,三,宵A,平,幫,效,標,0,,0
並,開,三,宵A,平,幫,效,瓢,0,,1
並,開,三,宵A,平,幫,效,飄,0,,0
滂,開,三,宵A,平,幫,效,漂,1,漂泊,0
滂,開,三,宵A,去,幫,效,漂,1,漂亮,0
滂,開,三,宵A,平,幫,效,瞟,0,,2
群,開,三,宵A,平,見,效,翹,1,翹首,1
群,開,三,宵A,去,見,效,翹,1,翹起,1
清,開,三,宵A,上,精,效,悄,0,,0
心,開,三,宵A,上,精,效,小,0,,0
章,開,三,宵A,上,章,效,沼,0,,1
常,開,三,宵A,上,章,效,紹,0,,0
書,開,三,宵A,上,章,效,少,1,多少,0
書,開,三,宵A,去,章,效,少,1,年少,0
日,開,三,宵A,上,日,效,擾,0,,0
日,開,三,宵A,上,日,效,繞,0,,0
明,開,三,宵A,上,幫,效,眇,0,,3
明,開,三,宵A,上,幫,效,渺,0,,1
明,開,三,宵A,上,幫,效,吵,0,,0
明,開,三,宵A,上,幫,效,秒,0,,0
來,開,三,宵A,去,來,效,療,0,,0
清,開,三,宵A,去,精,效,峭,0,,1
清,開,三,宵A,去,精,效,俏,0,,1
心,開,三,宵A,去,精,效,肖,0,,1
心,開,三,宵A,去,精,效,笑,0,,0
章,開,三,宵A,去,章,效,照,0,,0
常,開,三,宵A,去,章,效,劭,0,,2
常,開,三,宵A,去,章,效,邵,0,,2
影,開,三,宵A,去,影,效,約,0,,0
以,開,三,宵A,去,以,效,曜,0,,2
以,開,三,宵A,去,以,效,耀,0,,0
明,開,三,宵A,去,幫,效,妙,0,,0
知,開,三,宵B,平,知,效,朝,1,朝夕,0
澄,開,三,宵B,平,知,效,朝,1,朝廷,0
徹,開,三,宵B,平,知,效,超,0,,0
澄,開,三,宵B,平,知,效,潮,0,,0
澄,開,三,宵B,平,知,效,晁,0,,2
見,開,三,宵B,平,見,效,驕,0,,0
見,開,三,宵B,平,見,效,喬,0,,0
見,開,三,宵B,平,見,效,嬌,0,,0
曉,開,三,宵B,平,影,效,囂,0,,1
影,開,三,宵B,平,影,效,妖,0,,0
影,開,三,宵B,平,影,效,夭,0,,1
幫,開,三,宵B,平,幫,效,鑣,0,,2
明,開,三,宵B,平,幫,效,描,0,,0
明,開,三,宵B,平,幫,效,苗,0,,0
明,開,三,宵B,平,幫,效,貓,0,,0
群,開,三,宵B,平,見,效,橋,0,,0
群,開,三,宵B,平,見,效,轎,0,,0
群,開,三,宵B,平,見,效,僑,0,,0
澄,開,三,宵B,上,知,效,趙,0,,0
澄,開,三,宵B,上,知,效,兆,0,,0
見,開,三,宵B,上,見,效,矯,0,,1
幫,開,三,宵B,上,幫,效,表,0,,0
澄,開,三,宵B,去,知,效,召,1,召喚,0
常,開,三,宵A,去,章,效,召,1,召南,0
明,開,三,宵B,去,幫,效,廟,0,,0
端,開,四,蕭,平,端,效,刁,0,,1
端,開,四,蕭,平,端,效,雕,0,,0
端,開,四,蕭,平,端,效,凋,0,,2
端,開,四,蕭,平,端,效,貂,0,,2
端,開,四,蕭,平,端,效,鵰,0,,0
透,開,四,蕭,平,端,效,挑,1,挑水,0
透,開,一,豪,平,端,效,挑,1,挑達,0
定,開,四,蕭,平,端,效,跳,0,,0
定,開,四,蕭,平,端,效,調,1,調味,0
定,開,四,蕭,去,端,效,調,1,調動,0
定,開,四,蕭,平,端,效,迢,0,,2
定,開,四,蕭,平,端,效,條,0,,0
來,開,四,蕭,平,來,效,聊,0,,1
來,開,四,蕭,平,來,效,撩,0,,1
來,開,四,蕭,平,來,效,嘹,0,,1
來,開,四,蕭,平,來,效,瞭,1,瞭望,1
來,開,四,蕭,上,來,效,瞭,1,明瞭,1
來,開,四,蕭,平,來,效,遼,0,,0
來,開,四,蕭,平,來,效,料,0,,0
來,開,四,蕭,平,來,效,繚,0,,1
來,開,四,蕭,平,來,效,寥,0,,1
來,開,四,蕭,平,來,效,僚,0,,0
來,開,四,蕭,平,來,效,廖,0,,2
來,開,四,蕭,平,來,效,寮,0,,2
心,開,四,蕭,平,精,效,蕭,0,,1
心,開,四,蕭,平,精,效,艘,0,,0
心,開,四,蕭,平,精,效,簫,0,,1
見,開,四,蕭,平,見,效,驍,0,,2
見,開,四,蕭,平,見,效,澆,0,,0
見,開,四,蕭,平,見,效,邀,0,,0
疑,開,四,蕭,平,見,效,堯,0,,2
疑,開,四,蕭,平,見,效,僥,1,僬僥，短人，西南夷別名,1
見,開,三,蕭,上,見,效,僥,1,僥倖,1
端,開,四,蕭,上,端,效,鳥,0,,0
定,開,四,蕭,上,端,效,掉,0,,0
定,開,四,蕭,上,端,效,窕,0,,2
來,開,四,蕭,上,來,效,了,0,,0
見,開,四,蕭,上,見,效,繳,0,,0
見,開,四,蕭,上,見,效,皎,0,,2
曉,開,四,蕭,上,影,效,曉,0,,0
影,開,四,蕭,上,影,效,杳,0,,2
影,開,四,蕭,上,影,效,窈,0,,2
端,開,四,蕭,去,端,效,弔,0,,0
端,開,四,蕭,去,端,效,釣,0,,0
透,開,四,蕭,去,端,效,眺,0,,2
泥,開,四,蕭,去,端,效,尿,0,,0
心,開,四,蕭,去,精,效,嘯,0,,1
見,開,四,蕭,去,見,效,激,0,,0
見,開,四,蕭,去,見,效,叫,0,,0
溪,開,四,蕭,去,見,效,竅,0,,1
端,開,一,歌,平,端,果,多,0,,0
透,開,一,歌,平,端,果,他,0,,0
透,開,一,歌,平,端,果,它,0,,0
定,開,一,歌,平,端,果,跎,0,,2
定,開,一,歌,平,端,果,陀,0,,2
定,開,一,歌,平,端,果,佗,0,,2
定,開,一,歌,平,端,果,沱,0,,2
定,開,一,歌,平,端,果,駝,0,,0
定,開,一,歌,平,端,果,馱,0,,1
泥,開,一,歌,平,端,果,挪,0,,0
泥,開,一,歌,上,端,果,那,1,那個,0
泥,開,一,歌,平,端,果,那,1,那姓,0
來,開,一,歌,平,來,果,囉,1,囉嗦,1
,,,,,,,囉,1,嘍囉,1
來,開,一,歌,平,來,果,蘿,0,,0
來,開,一,歌,平,來,果,羅,0,,0
來,開,一,歌,平,來,果,儸,0,,3
來,合,一,歌,平,來,果,騾,0,,0
來,開,一,歌,平,來,果,籮,0,,0
來,開,一,歌,平,來,果,鑼,0,,0
來,合,一,歌,平,來,果,螺,0,,0
清,開,一,歌,平,精,果,蹉,0,,2
清,開,一,歌,平,精,果,磋,0,,2
清,開,一,歌,平,精,果,搓,0,,1
心,開,一,歌,平,精,果,獻,0,,0
心,開,一,歌,平,精,果,娑,0,,2
心,合,一,歌,平,精,果,莎,1,莎草,2
,,,,,,,莎,1,人名及音译用字,2
心,合,一,歌,平,精,果,梭,0,,1
見,開,一,歌,平,見,果,柯,0,,2
見,合,一,歌,平,見,果,過,0,,0
影,合,一,歌,平,影,果,渦,1,漩渦,1
見,合,一,歌,平,見,果,渦,1,渦河,1
見,開,一,歌,平,見,果,哥,0,,0
見,合,一,歌,平,見,果,鍋,0,,0
見,開,一,歌,平,見,果,歌,0,,0
見,合,一,歌,平,見,果,戈,0,,1
見,開,一,歌,平,見,果,戕,0,,2
見,開,三,歌,平,見,果,迦,0,,2
溪,開,一,歌,平,見,果,軻,0,,2
溪,合,一,歌,平,見,果,課,0,,0
溪,合,一,歌,平,見,果,蝌,0,,1
溪,合,一,歌,平,見,果,稞,0,,2
溪,合,一,歌,平,見,果,科,0,,0
疑,合,一,歌,平,見,果,訛,0,,1
疑,開,一,歌,平,見,果,峨,0,,2
疑,開,一,歌,平,見,果,蛾,0,,0
疑,開,一,歌,平,見,果,哦,1,吟哦,2
,,,,,,,哦,1,語氣詞,2
疑,開,一,歌,平,見,果,俄,0,,1
疑,開,一,歌,平,見,果,鵝,0,,0
疑,開,一,歌,平,見,果,娥,0,,2
曉,開,一,歌,平,影,果,呵,0,,1
曉,合,三,歌,平,影,果,靴,0,,1
匣,開,一,歌,平,影,果,何,0,,0
匣,開,一,歌,平,影,果,蚵,0,,3
匣,開,一,歌,平,影,果,苛,0,,1
匣,開,一,歌,平,影,果,荷,1,荷花,0
匣,開,一,歌,上,影,果,荷,1,負荷,0
匣,合,一,歌,平,影,果,和,1,和諧,0
匣,合,一,歌,去,影,果,和,1,唱和,0
匣,開,一,歌,平,影,果,河,0,,0
匣,合,一,歌,平,影,果,禾,0,,0
影,開,一,歌,平,影,果,阿,1,阿諛奉承,0
,,,,,,,阿,1,阿伯,0
幫,開,一,歌,平,幫,果,波,0,,0
並,開,一,歌,平,幫,果,婆,0,,0
明,開,一,歌,平,幫,果,摩,0,,0
明,開,一,歌,平,幫,果,魔,0,,0
明,開,一,歌,平,幫,果,磨,1,,0
明,開,一,歌,去,幫,果,磨,1,,0
滂,開,一,歌,平,幫,果,坡,0,,0
滂,開,一,歌,平,幫,果,頗,0,,1
滂,開,一,歌,平,幫,果,玻,0,,0
群,開,三,歌,平,見,果,伽,1,伽藍,2
,,,,,,,伽,1,瑜伽,2
群,開,三,歌,平,見,果,茄,1,茄瓜,0
見,開,二,麻,平,見,假,茄,1,雪茄,0
見,開,二,麻,平,見,假,枷,0,,1
端,合,一,歌,上,端,果,朵,0,,0
透,合,一,歌,上,端,果,妥,0,,0
透,合,一,歌,上,端,果,橢,0,,1
定,合,一,歌,上,端,果,惰,0,,0
定,開,一,歌,上,端,果,舵,0,,1
泥,開,一,歌,上,端,果,娜,1,婀娜,1
,,,,,,,娜,1,安娜,1
來,合,一,歌,上,來,果,裸,0,,1
精,開,一,歌,上,精,果,左,0,,0
從,合,一,歌,上,精,果,坐,0,,0
心,合,一,歌,上,精,果,瑣,0,,1
心,合,一,歌,上,精,果,鎖,0,,0
見,合,一,歌,上,見,果,粿,0,,2
見,合,一,歌,上,見,果,裹,0,,0
見,合,一,歌,上,見,果,果,0,,0
溪,開,一,歌,上,見,果,可,1,可以,0
,,,,,,,可,1,可汗,0
溪,開,一,歌,上,見,果,坷,0,,1
溪,合,一,歌,上,見,果,顆,0,,0
疑,開,一,歌,上,見,果,我,0,,0
曉,合,一,歌,上,影,果,火,0,,0
匣,合,一,歌,上,影,果,禍,0,,0
幫,開,一,歌,上,幫,果,跛,1,,1
,,,,,,,跛,1,白讀,1
幫,開,三,支B,去,幫,止,跛,1,站立時重心偏於某一足上,1
幫,開,一,歌,上,幫,果,簸,0,,1
並,開,一,歌,上,幫,果,爸,0,,0
明,開,一,歌,上,幫,果,麼,0,,0
透,開,一,歌,去,端,果,拖,0,,0
透,合,一,歌,去,端,果,唾,0,,1
來,開,一,歌,去,來,果,邏,0,,1
精,合,一,歌,去,精,果,挫,0,,1
精,開,一,歌,去,精,果,佐,0,,2
從,合,一,歌,去,精,果,座,0,,0
見,開,一,歌,去,見,果,個,0,,0
疑,開,一,歌,去,見,果,餓,0,,0
疑,合,一,歌,去,見,果,臥,0,,0
曉,合,一,歌,去,影,果,貨,0,,0
匣,開,一,歌,去,影,果,賀,0,,0
幫,開,一,歌,去,幫,果,播,0,,0
並,開,一,歌,去,幫,果,縛,0,,1
滂,開,一,歌,去,幫,果,破,0,,0
心,開,三,麻,平,精,假,些,0,,0
知,開,三,麻,平,知,假,爹,0,,0
澄,開,二,麻,平,知,假,茶,0,,0
莊,開,二,麻,平,莊,假,渣,0,,0
崇,開,二,麻,平,莊,假,槎,0,,2
生,開,二,麻,平,莊,假,鯊,0,,2
生,開,二,麻,平,莊,假,砂,0,,1
生,開,二,麻,平,莊,假,紗,0,,0
生,開,二,麻,平,莊,假,沙,0,,0
章,開,三,麻,平,章,假,遮,0,,0
書,開,三,麻,平,章,假,奢,0,,1
日,開,三,陽,入,日,宕,若,1,假若,0
日,開,三,麻,上,日,假,若,1,般若,0
見,開,二,麻,平,見,假,加,0,,0
見,合,二,麻,平,見,假,瓜,0,,0
見,開,二,麻,平,見,假,嘉,0,,0
見,開,二,麻,平,見,假,家,1,家人,0
,,,,,,,家,1,曹大家,0
溪,合,二,麻,平,見,假,跨,0,,0
溪,合,二,麻,平,見,假,夸,0,,0
溪,合,二,麻,平,見,假,誇,0,,0
疑,開,二,麻,平,見,假,芽,0,,0
疑,開,二,麻,平,見,假,呀,0,,0
疑,開,二,麻,平,見,假,牙,0,,0
