id,聲,呼,等,韻,調,組,攝,單字,多音,组词,原註,罕度
1747,疑,開,三,真B,平,見,臻,銀,0,白銀(白银),,0
1748,疑,開,三,真B,平,見,臻,垠,0,一望無垠(一望无垠),,2
1749,幫,開,三,真B,平,幫,臻,份,0,月份,,0
1750,幫,開,三,真B,平,幫,臻,彬,0,彬彬有禮(彬彬有礼),,1
1751,並,開,三,真B,平,幫,臻,貧,0,貧窮(贫穷),,0
1752,明,開,三,真B,平,幫,臻,岷,0,岷山,,2
1753,明,開,三,真B,平,幫,臻,閩,0,閩南(闽南),,1
1754,云,合,三,真B,上,影,臻,隕,0,隕石(陨石),,1
1755,明,開,三,真B,上,幫,臻,憫,0,憐憫(怜悯),,1
1756,明,開,三,真B,上,幫,臻,敏,0,敏捷,,0
1757,群,合,三,真B,上,見,臻,窘,0,窘迫,,1
1758,群,合,三,真B,上,見,臻,菌,0,細菌(细菌),,0
1759,澄,開,三,真B,去,知,臻,陣,0,陣地(阵地),,0
1760,初,開,三,真B,去,莊,臻,襯,0,襯衫(衬衫),,0
1761,群,開,三,真B,去,見,臻,瑾,0,懷瑾握瑜(怀瑾握瑜),,2
1762,群,開,三,真B,去,見,臻,僅,0,僅僅(仅仅),,0
1763,娘,開,三,真B,入,知,臻,暱,0,暱,,3
1764,知,合,三,真B,入,知,臻,茁,0,茁壯(茁壮),,1
1765,知,開,三,真B,入,知,臻,窒,0,窒息,,1
1766,徹,合,三,真B,入,知,臻,怵,0,怵目驚心(怵目惊心),,2
1767,澄,開,三,真B,入,知,臻,秩,0,秩序,,0
1768,澄,開,三,真B,入,知,臻,姪,0,姪子(侄子),,2
1769,生,合,三,真B,入,莊,臻,蟀,0,蟋蟀,,1
1770,影,開,三,真B,入,影,臻,乙,0,乙方,,0
1771,幫,開,三,真B,入,幫,臻,筆,0,鉛筆(铅笔),,0
1772,明,開,三,真B,入,幫,臻,密,0,秘密,,0
1773,莊,開,三,臻,入,莊,臻,櫛,0,櫛風沐雨(栉风沐雨),,2
1774,生,開,三,臻,入,莊,臻,瑟,0,瑟瑟,,1
1775,生,開,三,臻,入,莊,臻,蝨,0,蝨子(虱子),,1
1776,透,開,一,痕,平,端,臻,吞,0,吞嚥(吞咽),,0
1777,見,開,一,痕,平,見,臻,跟,0,跟隨(跟随),,0
1778,見,開,一,痕,平,見,臻,根,0,樹根(树根),,0
1779,匣,開,一,痕,平,影,臻,痕,0,痕跡(痕迹),,0
1780,影,開,一,痕,平,影,臻,恩,0,恩情,,0
1781,溪,開,一,痕,上,見,臻,墾,0,開墾(开垦),,0
1782,溪,開,一,痕,上,見,臻,懇,0,誠懇(诚恳),,0
1783,匣,開,一,痕,上,影,臻,很,0,很好,,0
1784,匣,開,一,痕,去,影,臻,恨,0,仇恨,,0
1785,端,合,一,魂,平,端,臻,墩,0,土墩,,1
1786,透,合,一,魂,平,端,臻,燉,0,燉煮(炖煮),,2
1787,定,合,一,魂,平,端,臻,臀,0,臀部,,1
1788,定,合,一,魂,平,端,臻,豚,0,海豚,,2
1789,定,合,一,魂,平,端,臻,沌,0,混沌,,2
1790,精,合,一,魂,平,精,臻,尊,0,尊重,,0
1791,清,合,一,魂,平,精,臻,村,0,村莊(村庄),,0
1792,從,合,一,魂,平,精,臻,蹲,0,蹲下,,0
1793,從,合,一,魂,平,精,臻,存,0,存在,,0
1794,心,合,一,魂,平,精,臻,孫,1,孫子(孙子),,0
1795,,,,,,,,孫,1,子孫(子孙),,0
1796,心,合,一,魂,平,精,臻,飧,0,飧,,3
1797,見,合,一,魂,平,見,臻,昆,0,崑崙(昆仑),,0
1798,溪,合,一,魂,平,見,臻,坤,0,乾坤,,1
1799,曉,合,一,魂,平,影,臻,昏,0,黃昏(黄昏),,0
1800,曉,合,一,魂,平,影,臻,婚,0,結婚(结婚),,0
1801,匣,合,一,魂,平,影,臻,渾,1,渾人,渾人，雄渾,0
1802,匣,合,一,魂,上,影,臻,渾,1,渾濁(浑浊),同「混」,0
1803,影,合,一,魂,平,影,臻,溫,0,溫度(温度),,0
1804,幫,合,一,魂,平,幫,臻,奔,0,奔跑,,0
1805,並,合,一,魂,平,幫,臻,盆,0,臉盆(脸盆),,0
1806,明,合,一,魂,平,幫,臻,門,0,大門(大门),,0
1807,滂,合,一,魂,平,幫,臻,噴,0,噴水(喷水),,0
1808,定,合,一,魂,上,端,臻,遁,0,遁逃,,2
1809,清,合,一,魂,上,精,臻,忖,0,思忖,,2
1810,從,合,一,魂,上,精,臻,鱒,0,鱒魚(鳟鱼),,2
1811,心,合,一,魂,上,精,臻,損,0,損失(损失),,0
1812,溪,合,一,魂,上,見,臻,壼,0,壼,,3
1813,匣,合,一,魂,上,影,臻,棍,0,棍棒,,0
1814,匣,合,一,魂,上,影,臻,混,0,混亂(混乱),,0
1815,影,合,一,魂,上,影,臻,穩,0,穩定(稳定),,0
1816,幫,合,一,魂,上,幫,臻,本,0,根本,,0
1817,幫,合,一,魂,上,幫,臻,笨,0,笨拙,,0
1818,幫,合,一,魂,上,幫,臻,畚,0,畚箕,,2
1819,端,合,一,魂,去,端,臻,頓,1,安頓(安顿),安頓,0
1820,,,,,,,,頓,1,冒頓(冒顿),冒頓,0
1821,定,合,一,魂,去,端,臻,鈍,0,遲鈍(迟钝),,1
1822,泥,合,一,魂,去,端,臻,嫩,0,嫩綠(嫩绿),,0
1823,清,合,一,魂,去,精,臻,寸,0,尺寸,,0
1824,心,合,一,魂,去,精,臻,遜,0,謙遜(谦逊),,1
1825,溪,合,一,魂,去,見,臻,困,0,困難(困难),,0
1826,明,合,一,魂,去,幫,臻,悶,0,鬱悶(郁闷),,0
1827,端,合,一,魂,入,端,臻,咄,0,咄咄逼人,,2
1828,透,合,一,魂,入,端,臻,突,0,突然,,0
1829,定,合,一,魂,入,端,臻,凸,0,凸顯(凸显),,1
1830,心,合,一,魂,入,精,臻,屑,0,木屑,,0
1831,心,合,一,魂,入,精,臻,窣,0,窸窣,,2
1832,見,合,一,魂,入,見,臻,骨,0,骨頭(骨头),,0
1833,匣,合,二,山,入,影,山,滑,1,光滑,光滑,0
1834,見,合,一,魂,入,見,臻,滑,1,滑稽,滑稽,0
1835,溪,合,一,魂,入,見,臻,窟,0,窟窿,,1
1836,疑,合,一,魂,入,見,臻,兀,0,突兀,,2
1837,曉,合,一,魂,入,影,臻,惚,0,恍惚,,2
1838,曉,合,一,魂,入,影,臻,忽,0,忽然,,0
1839,並,合,一,魂,入,幫,臻,脖,0,脖子,,0
1840,並,合,一,魂,入,幫,臻,渤,0,渤海,,1
1841,並,合,一,魂,入,幫,臻,勃,0,勃發(勃发),,1
1842,明,合,一,魂,入,幫,臻,沒,0,沒有(没有),,0
1843,見,開,三,欣,平,見,臻,筋,0,筋骨,,0
1844,見,開,三,欣,平,見,臻,斤,0,斤兩(斤两),,0
1845,疑,開,三,欣,平,見,臻,齦,0,牙齦(牙龈),,2
1846,曉,開,三,欣,平,影,臻,欣,0,欣賞(欣赏),,0
1847,影,開,三,欣,平,影,臻,殷,1,殷切,殷切,1
1848,影,開,二,山,平,影,山,殷,1,殷紅(殷红),殷紅,1
1849,群,開,三,欣,平,見,臻,芹,0,芹菜,,0
1850,群,開,三,欣,平,見,臻,勤,0,勤奮(勤奋),,0
1851,見,開,三,欣,上,見,臻,槿,0,木槿,,3
1852,見,開,三,欣,上,見,臻,謹,0,謹慎(谨慎),,0
1853,影,開,三,欣,上,影,臻,隱,0,隱藏(隐藏),,0
1854,群,開,三,欣,上,見,臻,近,1,遠近(远近),白讀,0
1855,群,開,三,欣,去,見,臻,近,1,靠近,靠近,0
1856,見,開,三,欣,入,見,臻,吃,1,口吃,口吃,0
1857,,,,,,,,吃,1,吃飯(吃饭),吃食,0
1858,,,,,,,,吃,1,吃食,吃食,0
1859,溪,開,三,欣,入,見,臻,乞,0,乞討(乞讨),,0
1860,疑,開,三,欣,入,見,臻,屹,0,屹立,,1
1861,曉,開,三,欣,入,影,臻,迄,0,迄今,,1
1862,見,合,三,文,平,見,臻,軍,0,軍隊(军队),,0
1863,見,合,三,文,平,見,臻,君,0,君子,,0
1864,曉,合,三,文,平,影,臻,薰,0,薰衣草,,2
1865,曉,合,三,文,平,影,臻,醺,0,微醺,,2
1866,曉,合,三,文,平,影,臻,燻,0,燻製(熏制),,1
1867,曉,合,三,文,平,影,臻,勛,0,功勛(功勋),,1
1868,影,合,三,文,平,影,臻,蘊,0,蘊含(蕴含),,1
1869,云,合,三,文,平,影,臻,云,0,云云,,0
1870,云,合,三,文,平,影,臻,雲,0,雲彩(云彩),,0
1871,云,合,三,文,平,影,臻,芸,0,芸芸眾生(芸芸众生),,2
1872,云,合,三,文,平,影,臻,員,0,人員(人员),,0
1873,云,合,三,文,平,影,臻,耘,0,耕耘,,2
1874,幫,合,三,文,平,幫,臻,分,1,分開(分开),分開,0
1875,並,合,三,文,去,幫,臻,分,1,本分,本分,0
1876,幫,合,三,文,平,幫,臻,扮,0,打扮,,0
1877,並,合,三,文,平,幫,臻,焚,0,焚燒(焚烧),,1
1878,並,合,三,文,平,幫,臻,墳,0,墳墓(坟墓),,0
1879,並,合,三,文,平,幫,臻,頒,0,頒布(颁布),,1
1880,並,合,三,文,平,幫,臻,氛,0,氛圍(氛围),,1
1881,明,合,三,文,平,幫,臻,聞,0,新聞(新闻),,0
1882,明,合,三,文,平,幫,臻,文,1,文字,文字,0
1883,,,,,,,,文,1,文過(文过),文過,0
1884,明,合,三,文,平,幫,臻,蚊,0,蚊子,,0
1885,明,合,三,文,平,幫,臻,紋,0,花紋(花纹),,0
1886,滂,合,三,文,平,幫,臻,芬,0,芬芳,,0
1887,滂,合,三,文,平,幫,臻,紛,0,繽紛(缤纷),,0
1888,影,合,三,文,上,影,臻,醞,0,醞釀(酝酿),,1
1889,幫,合,三,文,上,幫,臻,粉,0,粉末,,0
1890,並,合,三,文,上,幫,臻,憤,0,憤怒(愤怒),,0
1891,明,合,三,文,上,幫,臻,刎,0,自刎,,2
1892,明,合,三,文,上,幫,臻,吻,0,親吻(亲吻),,1
1893,滂,合,三,文,上,幫,臻,忿,0,忿怒,,1
1894,曉,合,三,文,去,影,臻,訓,0,教訓(教训),,0
1895,云,合,三,文,去,影,臻,運,0,運動(运动),,0
1896,云,合,三,文,去,影,臻,韻,0,押韻(押韵),,0
1897,云,合,三,文,去,影,臻,暈,1,日暈(日晕),日暈,0
1898,,,,,,,,暈,1,頭暈(头晕),頭暈,0
1899,幫,合,三,文,去,幫,臻,糞,0,糞便(粪便),,0
1900,幫,合,三,文,去,幫,臻,奮,0,奮鬥(奋斗),,0
1901,幫,合,三,文,去,幫,臻,拚,0,拚命,,2
1902,明,合,三,文,去,幫,臻,問,0,問題(问题),,0
1903,明,合,三,文,去,幫,臻,紊,0,紊亂(紊乱),,1
1904,群,合,三,文,去,見,臻,郡,0,郡縣(郡县),,2
1905,見,合,三,文,入,見,臻,屈,0,委曲,,0
1906,影,合,三,文,入,影,臻,鬱,0,鬱悶(郁闷),,1
1907,幫,合,三,文,入,幫,臻,弗,0,弗如,,2
1908,並,合,三,文,入,幫,臻,佛,1,佛教,佛教,0
1909,,,,,,,,佛,1,仿佛,仿佛,0
1910,明,合,三,文,入,幫,臻,物,0,物品,,0
1911,明,合,三,文,入,幫,臻,勿,0,請勿(请勿),,0
1912,滂,合,三,文,入,幫,臻,拂,0,拂曉(拂晓),,1
1913,滂,合,三,文,入,幫,臻,彿,0,彷彿(仿佛),,0
1914,群,合,三,文,入,見,臻,掘,0,挖掘,,0
1915,群,合,三,文,入,見,臻,倔,0,倔強(倔强),,1
1916,群,合,三,文,入,見,臻,崛,0,崛起,,2
1917,端,合,一,寒,平,端,山,端,0,端正,,0
1918,端,開,一,寒,平,端,山,單,1,單純(单纯),單純,0
1919,常,開,三,仙A,平,章,山,單,1,單于(单于),單于,0
1920,常,開,三,仙A,去,章,山,單,1,姓氏,單姓,0
1921,端,開,一,寒,平,端,山,殫,0,殚精竭虑,,3
1922,端,開,一,寒,平,端,山,丹,0,丹心,,0
1923,透,合,一,寒,平,端,山,湍,0,湍急,,2
1924,透,開,一,寒,平,端,山,嘆,0,嘆氣(叹气),,0
1925,透,開,一,寒,平,端,山,攤,0,分攤(分摊),,0
1926,透,開,一,寒,平,端,山,灘,0,沙灘(沙滩),,0
1927,定,合,一,寒,平,端,山,團,0,團結(团结),,0
1928,定,開,一,寒,平,端,山,壇,0,論壇(论坛),,0
1929,定,開,一,寒,平,端,山,檀,0,檀木,,1
1930,定,開,一,寒,平,端,山,彈,1,彈劾(弹劾),彈劾,0
1931,定,開,一,寒,去,端,山,彈,1,彈藥(弹药),彈丸,0
1932,定,開,一,寒,平,端,山,但,0,但是,,0
1933,泥,開,一,寒,平,端,山,難,1,困難(困难),困難,0
1934,泥,開,一,寒,去,端,山,難,1,難民(难民),難民,0
1935,來,開,一,寒,平,來,山,闌,0,闌珊(阑珊),,2
1936,來,合,一,寒,平,來,山,巒,0,山巒(山峦),,1
1937,來,開,一,寒,平,來,山,蘭,0,蘭花(兰花),,0
1938,來,開,一,寒,平,來,山,瀾,0,波瀾(波澜),,1
1939,來,開,一,寒,平,來,山,攔,0,阻攔(阻拦),,0
1940,來,開,一,寒,平,來,山,欄,0,欄杆(栏杆),,0
1941,精,合,一,寒,平,精,山,鑽,0,鑽石(钻石),,0
1942,清,開,一,寒,平,精,山,餐,0,餐廳(餐厅),,0
1943,從,開,一,寒,平,精,山,殘,0,殘酷(残酷),,0
1944,心,開,一,寒,平,精,山,跚,0,蹣跚(蹒跚),,2
1945,心,合,一,寒,平,精,山,酸,0,酸味,,0
1946,心,開,一,寒,平,精,山,珊,0,珊瑚,,1
1947,心,合,一,寒,平,精,山,痠,0,痠痛(酸痛),,0
1948,心,開,一,寒,平,精,山,姍,0,姍姍來遲(姗姗来迟),,2
1949,見,合,一,寒,平,見,山,棺,0,棺材,,1
1950,見,開,一,寒,平,見,山,奸,0,奸詐(奸诈),,0
1951,見,開,一,寒,平,見,山,肝,0,肝臟(肝脏),,0
1952,見,開,一,寒,平,見,山,竿,0,竹竿,,0
1953,見,合,一,寒,平,見,山,觀,1,參觀(参观),參觀,0
1954,見,合,一,寒,去,見,山,觀,1,道觀(道观),道觀,0
1955,見,合,一,寒,平,見,山,冠,1,衣冠,衣冠,0
1956,見,合,一,寒,去,見,山,冠,1,冠軍(冠军),冠軍,0
1957,見,合,一,寒,平,見,山,官,0,官員(官员),,0
1958,見,合,一,寒,平,見,山,貫,0,貫穿(贯穿),,0
1959,見,合,一,寒,平,見,山,倌,0,堂倌,,2
1960,見,開,一,寒,平,見,山,乾,1,乾燥(干燥),乾燥,0
1961,群,開,三,仙B,平,見,山,乾,1,乾坤,乾坤,0
1962,見,開,一,寒,平,見,山,干,0,干涉,,0
1963,溪,開,一,寒,平,見,山,刊,0,刊登,,0
1964,溪,合,一,寒,平,見,山,寬,0,寬容(宽容),,0
1965,溪,開,一,寒,平,見,山,看,1,看守,看守,0
1966,溪,開,一,寒,去,見,山,看,1,看待,看待,0
1967,曉,合,一,寒,平,影,山,歡,0,歡樂(欢乐),,0
1968,曉,開,一,寒,平,影,山,鼾,0,鼾聲(鼾声),,2
1969,匣,開,一,寒,去,影,山,汗,1,流汗,流汗,0
1970,匣,開,一,寒,平,影,山,汗,1,可汗,可汗,0
1971,匣,合,一,寒,平,影,山,桓,0,齊桓公(齐桓公),,2
1972,匣,開,一,寒,平,影,山,翰,0,翰林,,1
1973,匣,合,一,寒,平,影,山,院,0,院子,,0
1974,匣,開,一,寒,平,影,山,寒,0,寒冷,,0
1975,匣,合,一,寒,平,影,山,完,0,完成,,0
1976,匣,開,一,寒,平,影,山,韓,0,韓國(韩国),,1
1977,匣,合,一,寒,平,影,山,丸,0,丸子,,0
1978,影,開,一,寒,平,影,山,安,0,安全,,0
1979,幫,開,一,寒,平,幫,山,般,1,一般,一般,0
1980,,,,,,,,般,1,般若,般若,0
1981,並,開,一,寒,平,幫,山,般,1,般樂(般乐),般樂,0
1982,並,開,一,寒,平,幫,山,蹣,0,蹣跚(蹒跚),,2
1983,並,開,一,寒,平,幫,山,盤,0,盤旋(盘旋),,0
1984,明,開,一,寒,平,幫,山,饅,0,饅頭(馒头),,0
1985,明,合,三,元,去,幫,山,蔓,1,藤蔓,藤蔓,1
1986,明,開,一,寒,平,幫,山,蔓,1,蔓菁,蔓菁,1
1987,明,開,一,寒,平,幫,山,鰻,0,鰻魚(鳗鱼),,2
1988,明,開,一,寒,平,幫,山,瞞,0,瞞騙(瞒骗),,0
1989,明,開,一,寒,平,幫,山,曼,0,曼妙,,1
1990,滂,開,一,寒,平,幫,山,拌,0,攪拌(搅拌),,0
1991,滂,開,一,寒,平,幫,山,潘,0,潘,,1
1992,端,合,一,寒,上,端,山,斷,1,恩斷義絕(恩断义绝),恩斷義絕,0
1993,定,合,一,寒,上,端,山,斷,1,折斷(折断),白讀,0
1994,端,合,一,寒,去,端,山,斷,1,診斷(诊断),診斷,0
1995,端,合,一,寒,上,端,山,短,0,短暫(短暂),,0
1996,透,開,一,寒,上,端,山,坦,0,坦白,,0
1997,透,合,一,寒,上,端,山,瘓,0,癱瘓(瘫痪),,1
1998,定,開,一,寒,上,端,山,誕,0,誕生(诞生),,0
1999,定,開,一,寒,上,端,山,袒,0,袒護(袒护),,1
2000,定,合,一,寒,上,端,山,緞,0,綢緞(绸缎),,0
2001,泥,合,一,寒,上,端,山,暖,0,溫暖(温暖),,0
2002,來,開,一,寒,上,來,山,懶,0,懶惰(懒惰),,0
2003,來,合,一,寒,上,來,山,卵,0,卵子,,0
2004,心,開,一,寒,上,精,山,散,1,散文,散文,0
2005,心,開,一,寒,去,精,山,散,1,散步,散步,0
2006,心,合,一,寒,上,精,山,算,0,計算(计算),,0
2007,心,開,一,寒,上,精,山,傘,0,雨傘(雨伞),,0
2008,見,合,一,寒,上,見,山,管,0,管理,,0
2009,見,開,一,寒,上,見,山,稈,0,麥稈(麦秆),,0
2010,溪,開,一,寒,上,見,山,侃,0,侃侃而談(侃侃而谈),,2
2011,溪,合,一,寒,上,見,山,款,0,款式,,0
2012,匣,合,一,寒,上,影,山,棵,0,一棵,,0
2013,匣,合,一,寒,上,影,山,浣,0,浣衣,,2
2014,匣,開,一,寒,上,影,山,旱,0,乾旱(干旱),,0
2015,匣,合,一,寒,上,影,山,緩,0,延緩(延缓),,0
2016,幫,開,一,寒,上,幫,山,粄,0,粄,,3
2017,並,開,一,寒,上,幫,山,伴,0,夥伴(伙伴),,0
2018,明,開,一,寒,上,幫,山,滿,0,滿意(满意),,0
2019,端,開,一,寒,去,端,山,旦,1,元旦,元旦,0
2020,端,開,一,寒,去,端,山,旦,1,花旦,花旦,0
2021,端,合,一,寒,去,端,山,鍛,0,鍛煉(锻炼),,0
2022,透,開,一,寒,去,端,山,歎,0,感歎(感叹),,0
2023,透,開,一,寒,去,端,山,炭,0,木炭,,0
2024,定,開,一,寒,去,端,山,憚,0,忌憚(忌惮),,2
2025,定,合,一,寒,去,端,山,段,0,段落,,0
2026,來,合,一,寒,去,來,山,亂,0,混亂(混乱),,0
2027,來,開,一,寒,去,來,山,爛,0,腐爛(腐烂),,0
2028,精,開,一,寒,去,精,山,讚,0,稱讚(称赞),,0
2029,精,開,一,寒,去,精,山,贊,0,贊成(赞成),,0
2030,清,開,一,寒,去,精,山,璨,0,璀璨,,2
2031,清,開,一,寒,去,精,山,燦,0,燦爛(灿烂),,0
2032,清,合,一,寒,去,精,山,竄,0,逃竄(逃窜),,0
2033,心,合,一,寒,去,精,山,蒜,0,大蒜,,0
2034,見,合,一,寒,去,見,山,鸛,0,白鸛(白鹳),,2
2035,見,開,一,寒,去,見,山,杆,0,欄杆(栏杆),,0
2036,見,合,一,寒,去,見,山,罐,0,罐頭(罐头),,0
2037,見,合,一,寒,去,見,山,館,0,賓館(宾馆),,0
2038,見,合,一,寒,去,見,山,灌,0,灌溉,,0
2039,見,開,一,寒,去,見,山,幹,0,樹幹(树干),,0
2040,疑,開,一,寒,去,見,山,岸,0,海岸,,0
2041,疑,合,一,寒,去,見,山,玩,1,玩弄,玩弄,0
2042,,,,,,,,玩,1,去玩,去玩,0
2043,曉,合,一,寒,去,影,山,奐,0,美輪美奐(美轮美奂),,2
2044,曉,合,一,寒,去,影,山,喚,0,呼喚(呼唤),,0
2045,曉,開,一,寒,去,影,山,漢,0,漢族(汉族),,0
2046,曉,合,一,寒,去,影,山,煥,0,煥發(焕发),,1
2047,匣,合,一,寒,去,影,山,換,0,交換(交换),,0
2048,匣,開,一,寒,去,影,山,悍,0,強悍(强悍),,1
2049,匣,開,一,寒,去,影,山,瀚,0,浩瀚,,2
2050,影,開,一,寒,去,影,山,案,0,檔案(档案),,0
2051,影,開,一,寒,去,影,山,按,0,按鈕(按钮),,0
2052,影,合,一,寒,去,影,山,腕,0,手腕,,1
2053,影,合,一,寒,去,影,山,惋,0,惋惜,,1
2054,影,開,一,寒,去,影,山,晏,0,晏起,,2
2055,幫,開,一,寒,去,幫,山,半,0,一半,,0
2056,幫,開,一,寒,去,幫,山,絆,0,牽絆(牵绊),,1
2057,並,開,一,寒,去,幫,山,叛,0,背叛,,0
2058,並,開,一,寒,去,幫,山,畔,0,河畔,,1
2059,明,開,一,寒,去,幫,山,漫,0,漫長(漫长),,0
2060,明,開,一,寒,去,幫,山,幔,0,帷幔,,1
2061,滂,開,一,寒,去,幫,山,判,0,判斷(判断),,0
2062,滂,開,一,寒,去,幫,山,胖,1,肥胖,肥胖,0
2063,滂,開,一,寒,去,幫,山,胖,1,心廣體胖(心广体胖),心廣體胖,0
2064,透,開,一,寒,入,端,山,達,0,發達(发达),,0
2065,透,開,一,寒,入,端,山,獺,0,水獺(水獭),,2
2066,定,合,一,寒,入,端,山,奪,0,爭奪(争夺),,0
2067,定,合,一,寒,入,端,山,脫,0,脫離(脱离),,0
2068,泥,開,一,寒,入,端,山,捺,0,按捺,,1
2069,精,合,一,寒,入,精,山,撮,0,一小撮,,1
2070,心,開,一,寒,入,精,山,薩,0,菩薩(菩萨),,1
2071,見,合,一,寒,入,見,山,聒,0,聒噪,,2
2072,見,開,一,寒,入,見,山,割,0,切割,,0
2073,見,合,一,寒,入,見,山,活,0,生活,,0
2074,見,合,一,寒,入,見,山,括,0,包括,,0
2075,見,開,一,寒,入,見,山,葛,0,葛藤,,0
2076,溪,合,一,寒,入,見,山,闊,0,寬闊(宽阔),,0
2077,溪,開,一,寒,入,見,山,渴,0,口渴,,0
2078,曉,合,一,寒,入,影,山,豁,0,豁達(豁达),,1
2079,匣,開,一,寒,入,影,山,褐,0,褐色,,1
2080,影,開,一,寒,入,影,山,遏,0,遏制,,1
2081,幫,開,一,寒,入,幫,山,撥,0,撥款(拨款),,0
2082,並,開,一,寒,入,幫,山,跋,0,跋涉,,1
2083,明,開,一,寒,入,幫,山,末,0,末尾,,0
2084,明,開,一,寒,入,幫,山,抹,1,塗抹(涂抹),塗抹,0
2085,,,,,,,,抹,1,抹檯(抹台),抹檯,0
2086,疑,合,三,元,平,見,山,源,0,來源(来源),,0
2087,疑,合,三,元,平,見,山,元,0,元旦,,0
2088,疑,合,三,元,平,見,山,阮,0,阮咸,,2
2089,疑,合,三,元,平,見,山,原,0,原來(原来),,0
2090,疑,開,三,元,平,見,山,言,0,言語(言语),,0
2091,曉,開,三,元,平,影,山,掀,0,掀開(掀开),,0
2092,曉,開,三,元,平,影,山,軒,0,軒昂(轩昂),,1
2093,曉,合,三,元,平,影,山,喧,0,喧嘩(喧哗),,1
2094,曉,合,三,元,平,影,山,暄,0,寒暄,,2
2095,影,合,三,元,平,影,山,鴛,0,鴛鴦(鸳鸯),,1
2096,影,開,三,仙B,平,影,山,焉,1,焉知非福,焉知非福,2
2097,云,開,三,仙B,平,影,山,焉,1,心不在焉,心不在焉,2
2098,影,合,三,元,平,影,山,冤,0,冤屈,,0
2099,影,合,三,元,平,影,山,怨,0,怨恨,,0
2100,影,合,三,元,上,影,山,宛,1,宛如,宛然,1
2101,影,合,三,元,平,影,山,宛,1,大宛,大宛,1
2102,影,合,三,元,平,影,山,蜿,0,蜿蜒,,2
2103,云,合,三,元,平,影,山,園,0,公園(公园),,0
2104,云,合,三,元,平,影,山,援,0,援助,,0
2105,云,合,三,元,平,影,山,轅,0,轅門(辕门),,1
2106,云,合,三,元,平,影,山,猿,0,猿猴,,1
2107,云,合,三,元,平,影,山,袁,0,袁,,1
2108,云,合,三,元,平,影,山,垣,0,城垣,,2
2109,並,合,三,元,平,幫,山,藩,0,藩籬(藩篱),,2
2110,並,合,三,元,平,幫,山,樊,0,樊,,1
2111,並,合,三,元,平,幫,山,繁,0,繁榮(繁荣),,0
2112,並,合,三,元,平,幫,山,蟠,0,蟠桃,,2
2113,並,合,三,元,平,幫,山,番,0,輪番(轮番),,0
2114,並,合,三,元,平,幫,山,蕃,1,蕃盛,蕃盛,2
2115,,,,,,,,蕃,1,吐蕃,吐蕃,2
2116,並,合,三,元,平,幫,山,煩,0,煩惱(烦恼),,0
2117,滂,合,三,元,平,幫,山,反,0,反對(反对),,0
2118,滂,合,三,元,平,幫,山,翻,0,翻滾(翻滚),,0
2119,影,開,三,元,上,影,山,堰,0,堤堰,,1
2120,影,合,三,元,上,影,山,苑,0,苑囿,,2
2121,影,開,三,元,上,影,山,鼴,0,鼴鼠(鼹鼠),,2
2122,影,合,三,元,上,影,山,婉,0,婉轉(婉转),,1
2123,云,合,三,元,上,影,山,遠,1,遠方(远方),遠方,0
2124,云,合,三,元,去,影,山,遠,1,遠小人,遠小人,0
2125,幫,合,三,元,上,幫,山,阪,0,大阪,,2
2126,幫,合,三,元,上,幫,山,返,0,返回,,0
2127,並,合,三,元,上,幫,山,飯,0,吃飯(吃饭),,0
2128,明,合,三,元,上,幫,山,挽,0,挽救,,0
2129,明,合,三,元,上,幫,山,輓,0,輓聯(挽联),,0
2130,明,合,三,元,上,幫,山,晚,0,夜晚,,0
2131,群,合,三,元,上,見,山,圈,1,豬圈(猪圈),豬圈,0
2132,,,,,,,,圈,1,圓圈(圆圈),圓圈,0
2133,見,開,三,元,去,見,山,建,0,建設(建设),,0
2134,溪,合,三,元,去,見,山,券,0,債券(债券),,0
2135,溪,合,三,元,去,見,山,勸,0,勸告(劝告),,0
2136,疑,合,三,元,去,見,山,願,0,願意(愿意),,0
2137,曉,開,三,元,去,影,山,憲,0,憲法(宪法),,0
2138,幫,合,三,元,去,幫,山,販,0,販賣(贩卖),,0
2139,明,合,三,元,去,幫,山,萬,0,千萬(千万),,0
2140,群,開,三,元,去,見,山,健,0,健康,,0
2141,見,合,三,元,入,見,山,撅,0,撅嘴,,2
2142,見,合,三,元,入,見,山,蕨,0,蕨菜,,2
2143,溪,合,三,元,入,見,山,闕,0,宮闕(宫阙),,2
2144,疑,合,三,元,入,見,山,月,0,月亮,,0
2145,曉,開,三,元,入,影,山,歇,0,歇息,,0
2146,云,合,三,元,入,影,山,粵,0,粵語(粤语),,1
2147,云,合,三,元,入,影,山,曰,0,子曰,,2
2148,云,合,三,元,入,影,山,越,0,超越,,0
2149,幫,合,三,元,入,幫,山,髮,0,頭髮(头发),,0
2150,幫,合,三,元,入,幫,山,發,0,發展(发展),,0
2151,並,合,三,元,入,幫,山,罰,0,處罰(处罚),,0
2152,並,合,三,元,入,幫,山,拔,0,提拔,,0
2153,並,合,三,元,入,幫,山,筏,0,竹筏,,1
2154,並,合,三,元,入,幫,山,伐,0,討伐(讨伐),,0
2155,明,合,三,元,入,幫,山,襪,0,襪子(袜子),,0
2156,群,開,三,元,入,見,山,竭,0,竭力,,0
2157,生,開,二,刪,平,莊,山,訕,0,搭訕(搭讪),,2
2158,生,開,二,刪,平,莊,山,刪,0,刪除(删除),,0
