id,單字,组词,原註,罕度
1348,鈉,,,1
1364,綴,,點綴,1
1365,綴,,綴足,1
1366,滯,,,1
1375,啼,,,1
1376,締,,,1
1387,淒,,,1
1388,悽,,,1
1391,臍,,,1
1392,棲,,,1
1393,犀,,,1
1396,嘶,,,1
1399,閨,,,1
1401,稽,,無稽之談,1
1402,稽,,稽首,1
1411,畦,,,1
1418,涕,,,1
1451,契,,契約,1
1452,契,,契丹,1
1453,契,,殷商的始祖,1
1462,胎,,,1
1465,苔,,青苔,1
1466,苔,,舌苔,1
1469,萊,,,1
1488,埃,,,1
1508,亥,,,1
1529,敦,,,1
1530,頹,,,1
1532,儡,,,1
1534,崔,,,1
1538,傀,,傀儡,1
1539,傀,,傀偉,1
1541,魁,,,1
1542,盔,,,1
1543,桅,,,1
1547,瑰,,玫瑰,1
1548,瑰,,瑰麗,1
1551,徊,,,1
1552,偎,,,1
1556,徘,,,1
1558,媒,,,1
1561,枚,,,1
1564,餒,,,1
1565,蕾,,,1
1573,啡,,,1
1581,誨,,,1
1582,晦,,,1
1583,潰,,,1
1591,昧,,,1
1594,掄,,,1
1595,磷,,,1
1600,倫,,,1
1603,鱗,,,1
1604,淪,,,1
1607,竣,,,1
1610,秦,,,1
1616,馴,,,1
1621,諄,,,1
1626,淳,,,1
1627,醇,,,1
1638,紳,,,1
1639,呻,,,1
1644,鈞,,,1
1647,茵,,,1
1654,頻,,,1
1656,繽,,,1
1659,疹,,,1
1669,蚓,,,1
1676,吝,,,1
1680,駿,,,1
1682,峻,,,1
1685,殉,,,1
1687,盹,,,1
1690,瞬,,,1
1693,閏,,,1
1697,韌,,,1
1699,鬢,,,1
1703,卒,,士卒,1
1704,卒,,倉卒,1
1705,唧,,,1
1706,柒,,,1
1713,恤,,,1
1714,蟋,,,1
1726,壹,,,1
1728,逸,,,1
1729,溢,,,1
1737,紉,,,1
1750,彬,,,1
1753,閩,,,1
1754,隕,,,1
1755,憫,,,1
1757,窘,,,1
1764,茁,,,1
1765,窒,,,1
1769,蟀,,,1
1774,瑟,,,1
1775,蝨,,,1
1785,墩,,,1
1787,臀,,,1
1798,坤,,,1
1821,鈍,,,1
1824,遜,,,1
1829,凸,,,1
1835,窟,,,1
1840,渤,,,1
1841,勃,,,1
1847,殷,,殷切,1
1848,殷,,殷紅,1
1860,屹,,,1
1861,迄,,,1
1866,燻,,,1
1867,勛,,,1
1868,蘊,,,1
1877,焚,,,1
1879,頒,,,1
1880,氛,,,1
1888,醞,,,1
1892,吻,,,1
1893,忿,,,1
1903,紊,,,1
1906,鬱,,,1
1912,拂,,,1
1915,倔,,,1
1929,檀,,,1
1936,巒,,,1
1938,瀾,,,1
1946,珊,,,1
1949,棺,,,1
1972,翰,,,1
1976,韓,,,1
1985,蔓,,藤蔓,1
1986,蔓,,蔓菁,1
1989,曼,,,1
1991,潘,,,1
1997,瘓,,,1
1999,袒,,,1
2046,煥,,,1
2048,悍,,,1
2052,腕,,,1
2053,惋,,,1
2056,絆,,,1
2058,畔,,,1
2060,幔,,,1
2068,捺,,,1
2069,撮,,,1
2070,薩,,,1
2078,豁,,,1
2079,褐,,,1
2080,遏,,,1
2082,跋,,,1
2092,軒,,,1
2093,喧,,,1
2095,鴛,,,1
2100,宛,,宛然,1
2101,宛,,大宛,1
2105,轅,,,1
2106,猿,,,1
2107,袁,,,1
2110,樊,,,1
2119,堰,,,1
2122,婉,,,1
2146,粵,,,1
2153,筏,,,1
2173,撰,,,1
2176,柵,,木柵,1
2177,柵,,柵極,1
2179,澗,,,1
2189,帕,,,1
2198,棧,,,1
2204,綻,,,1
2213,煞,,,1
2215,楔,,,1
2221,捌,,,1
2235,痊,,,1
2245,氈,,,1
2248,蟬,,,1
2262,蜒,,,1
2274,翩,,,1
2287,闡,,,1
2293,衍,,,1
2295,緬,,,1
2303,擅,,,1
2306,譴,,,1
2314,薛,,,1
2316,拙,,,1
2326,栓,,,1
2345,冕,,,1
2349,碾,,,1
2350,眷,,,1
2352,諺,,,1
2357,吶,,,1
2359,轍,,,1
2362,澈,,,1
2372,佃,,佃作,1
2373,佃,,佃農,1
2380,濺,,濺濺,1
2381,濺,,飛濺,1
2390,鵑,,,1
2401,玄,,,1
2404,淵,,,1
2410,蝙,,,1
2422,匾,,,1
2426,奠,,,1
2429,甸,,,1
2430,澱,,,1
2438,硯,,,1
2440,炫,,,1
2455,訣,,,1
2468,癟,,,1
2494,曹,,,1
2495,搔,,,1
2496,騷,,,1
2499,羔,,,1
2500,篙,,,1
2502,熬,,,1
2508,蒿,,,1
2513,褒,,,1
2517,擣,,,1
2521,禱,,,1
2528,潦,,流潦,1
2529,潦,,潦倒,1
2532,藻,,,1
2533,蚤,,,1
2549,懊,,,1
2562,糙,,,1
2563,噪,,,1
2569,澳,,,1
2574,瀑,,,1
2578,嘲,,,1
2580,嘮,,,1
2584,巢,,,1
2595,哮,,,1
2596,餚,,,1
2597,淆,,,1
2598,肴,,,1
2600,苞,,,1
2606,咆,,,1
2630,酵,,,1
2631,窖,,,1
2639,豹,,,1
2643,燎,,,1
2647,憔,,,1
2655,硝,,,1
2656,昭,,,1
2662,蹺,,,1
2673,姚,,,1
2676,瓢,,,1
2681,翹,,翹首,1
2682,翹,,翹起,1
2685,沼,,,1
2692,渺,,,1
2696,峭,,,1
2697,俏,,,1
2698,肖,,,1
2715,囂,,,1
2717,夭,,,1
2727,矯,,,1
2732,刁,,,1
2744,聊,,,1
2745,撩,,,1
2746,嘹,,,1
2747,瞭,,瞭望,1
2748,瞭,,明瞭,1
2751,繚,,,1
2752,寥,,,1
2756,蕭,,,1
2758,簫,,,1
2763,僥,,僬僥，短人，西南夷別名,1
2764,僥,,僥倖,1
2778,嘯,,,1
2781,竅,,,1
2790,馱,,,1
2794,囉,,囉嗦,1
2795,囉,,嘍囉,1
2805,搓,,,1
2810,梭,,,1
2813,渦,,漩渦,1
2814,渦,,渦河,1
2818,戈,,,1
2823,蝌,,,1
2826,訛,,,1
2831,俄,,,1
2834,呵,,,1
2835,靴,,,1
2838,苛,,,1
2854,頗,,,1
2860,枷,,,1
2863,橢,,,1
2865,舵,,,1
2866,娜,,婀娜,1
2867,娜,,安娜,1
2868,裸,,,1
2871,瑣,,,1
2878,坷,,,1
2883,跛,,,1
2884,跛,,白讀,1
2885,跛,,站立時重心偏於某一足上,1
2886,簸,,,1
2890,唾,,,1
2891,邏,,,1
2892,挫,,,1
2901,縛,,,1
2909,砂,,,1
2913,奢,,,1
2931,樺,,,1
2943,窪,,,1
2946,椰,,,1
2950,笆,,,1
2951,芭,,,1
2956,蟆,,,1
2971,寡,,,1
2998,詐,,,1
3000,乍,,,1
3001,蔗,,,1
3004,赦,,,1
3009,訝,,,1
3011,唬,,,1
3013,暇,,,1
3021,靶,,,1
3027,鐺,,鐺鐺,1
3028,鐺,,瓦鐺,1
3031,棠,,,1
3038,琅,,,1
3039,榔,,,1
3045,贓,,,1
3046,滄,,,1
3060,恍,,,1
3069,杭,,,1
3070,凰,,,1
3072,惶,,,1
3081,吭,,引吭高歌,1
3082,吭,,吭聲,1
3094,螃,,,1
3099,磅,,磅礴,1
3100,磅,,重量單位,1
3108,慷,,,1
3110,骯,,,1
3126,拓,,開拓,1
3127,拓,,拓本,1
3128,踱,,,1
3129,諾,,,1
3130,酪,,乳酪,1
3131,酪,,杏仁酪,1
3132,洛,,,1
3133,烙,,,1
3144,郭,,,1
3145,廓,,,1
3146,噩,,,1
3147,愕,,,1
3150,霍,,,1
3154,鶴,,,1
3162,寞,,,1
3176,蔣,,,1
3187,湘,,,1
3190,廂,,,1
3192,翔,,,1
3201,妝,,,1
3211,樟,,,1
3214,彰,,,1
3215,猖,,,1
3229,攘,,攘除,1
3230,攘,,擾攘,1
3231,鑲,,,1
3234,韁,,,1
3240,眶,,,1
3243,鴦,,,1
3258,肪,,,1
3284,杖,,,1
3295,逛,,,1
3302,枉,,,1
3328,漾,,,1
3334,爵,,,1
3338,酌,,,1
3339,灼,,,1
3341,綽,,,1
3342,爍,,,1
3343,溺,,溺死,1
3344,溺,,便溺,1
3349,瘧,,,1
3350,虐,,,1
3355,獰,,,1
3359,澄,,,1
3364,笙,,,1
3365,猩,,,1
3366,甥,,,1
3368,羹,,,1
3372,埂,,,1
3376,荊,,,1
3378,卿,,,1
3385,瑩,,,1
3392,澎,,,1
3393,彭,,,1
3395,坪,,,1
3400,擎,,,1
3401,鯨,,,1
3402,檸,,,1
3409,梗,,,1
3418,秉,,,1
3423,皿,,,1
3448,赫,,,1
3457,陌,,,1
3463,瞪,,,1
3464,橙,,,1
3466,猙,,,1
3474,鶯,,,1
3475,鸚,,,1
3479,繃,,繃帶,1
3480,繃,,繃著臉,1
3483,砰,,,1
3484,耿,,,1
3513,怔,,,1
3525,嬰,,,1
3529,屏,,屏幕,1
3530,屏,,屏除,1
3533,瓊,,,1
3539,阱,,,1
3540,靖,,,1
3544,穎,,,1
3554,聘,,,1
3561,昔,,,1
3569,碩,,,1
3577,奕,,,1
3579,腋,,,1
3580,繹,,,1
3586,璧,,,1
3595,逞,,,1
3598,擲,,,1
3615,廷,,,1
3623,蛉,,,1
3626,玲,,,1
3639,螢,,,1
3644,銘,,,1
3645,螟,,,1
3646,鼎,,,1
3649,濘,,,1
3660,剔,,,1
3663,滌,,,1
3668,瀝,,瀝乾,1
3669,瀝,,大瀝，地名,1
3670,靂,,,1
3672,礫,,,1
3676,寂,,,1
3683,覓,,,1
3685,霹,,,1
3689,藤,,,1
3690,楞,,楞角,1
3691,楞,,發楞,1
3692,稜,,,1
3694,憎,,,1
3698,僧,,,1
3701,崩,,,1
3703,鵬,,,1
3706,蹬,,,1
3707,鄧,,,1
3713,肋,,,1
3728,凌,,,1
3730,菱,,,1
3749,兢,,,1
3759,拯,,,1
3765,匿,,,1
3782,拭,,,1
3784,棘,,,1
3787,抑,,,1
3796,瘤,,,1
3799,硫,,,1
3806,囚,,,1
3812,疇,,,1
3826,鳩,,,1
3827,蚯,,,1
3858,鈕,,,1
3863,肘,,,1
3873,灸,,,1
3875,韭,,,1
3876,玖,,,1
3890,臼,,,1
3906,漱,,,1
3913,疚,,,1
3917,佑,,,1
3920,輻,,,1
3929,兜,,,1
3936,簍,,,1
3944,侯,,,1
3946,嘔,,嘔啞,1
3947,嘔,,嘔吐,1
3948,嘔,,嘔氣,1
3950,鷗,,,1
3953,蚪,,,1
3960,垢,,,1
3961,苟,,,1
3966,藕,,,1
3973,牡,,,1
3975,拇,,,1
3982,陋,,,1
3994,姆,,,1
3998,幽,,,1
3999,彪,,,1
4003,謬,,,1
4005,琳,,,1
4014,斟,,,1
4015,忱,,,1
4020,淫,,,1
4023,寢,,,1
4035,輯,,,1
4050,揖,,,1
4063,襟,,,1
4067,欽,,,1
4068,吟,,,1
4072,擒,,,1
4074,凜,,,1
4080,稟,,,1
4086,澀,,,1
4091,泣,,,1
4094,邑,,,1
4108,柑,,,1
4110,憨,,,1
4111,酣,,,1
4114,攬,,,1
4116,欖,,,1
4117,橄,,,1
4125,蹋,,,1
4137,怯,,,1
4154,嵌,,,1
4162,匣,,,1
4167,攙,,,1
4169,杉,,,1
4170,摻,,,1
4178,蘸,,,1
4183,掐,,,1
4188,凹,,,1
4195,鹼,,,1
4201,瞻,,,1
4207,閻,,,1
4210,斂,,,1
4235,醃,,,1
4245,奄,,奄奄一息,1
4246,奄,,奄有,1
4247,貶,,,1
4251,俺,,,1
4253,聶,,,1
4255,霎,,,1
4258,恬,,,1
4265,玷,,,1
4277,頰,,,1
4278,莢,,,1
4280,挾,,,1
4281,俠,,,1
4286,譚,,,1
4288,潭,,,1
4298,函,,,1
4299,涵,,,1
4301,庵,,,1
4303,纜,,,1
4306,坎,,,1
4307,撼,,,1
4308,勘,,,1
4309,憾,,,1
4323,蛤,,圓蛤,1
4324,蛤,,蛤蟆,1
4331,歹,,,1
4338,踴,,,1
4339,鴕,,,1
4343,糯,,,1
4345,焙,,,1
4360,砸,,,1
4374,剎,,,1
4380,磺,,,1
4382,罕,,,1
4383,耙,,,1
4385,瑪,,,1
4388,籽,,,1
4390,啤,,,1
4394,揍,,,1
4396,淌,,,1
4405,嚎,,,1
4406,擂,,,1
4409,刨,,,1
4410,胚,,,1
4413,碟,,,1
4414,碘,,,1
4415,碳,,,1
4420,琉,,,1
4422,榕,,,1
4429,搗,,,1
4430,跺,,,1
4431,褂,,,1
4433,舔,,,1
4434,鞍,,,1
4437,癱,,,1
4442,摹,,,1
4443,嘀,,,1
4448,腺,,,1
4452,筷,,,1
4453,惦,,,1
4456,瀕,,,1
4458,鋁,,,1
4461,崙,,,1
4468,嗡,,,1
4469,嗦,,,1
4473,嗆,,食急氣逆,1
4474,嗆,,嗆鼻,1
4475,嗅,,,1
4480,鱷,,,1
4482,溯,,,1
4488,烹,,,1
4505,喲,,,1
4506,喳,,,1
4515,僱,,,1
4520,啃,,,1
4527,屜,,,1
4539,櫥,,,1
4544,哼,,哼歌,1
4545,哼,,感歎詞,1
4549,哩,,英哩,1
4550,哩,,哩嚕,1
4554,瞄,,,1
4562,叭,,,1
4563,茉,,,1
4580,嘿,,嘿嘿,1
4581,嘿,,通「默」,1
4584,癌,,,1
4586,蠕,,,1
4602,咪,,,1
4603,咕,,,1
4604,咖,,,1
4606,咒,,,1
4610,癮,,,1
4612,腮,,,1
4615,媳,,,1
4618,賬,,,1
4622,俐,,,1
4623,玫,,,1
4624,鍘,,,1
4631,埠,,商埠，外埠,1
4632,埠,,船埠，埠頭,1
4634,礁,,,1
4638,錨,,,1
4640,婿,,,1
4641,袱,,,1
4642,漩,,,1
4650,吆,,,1
4654,晰,,,1
4655,晾,,,1
4657,拷,,,1
4664,錳,,,1
4671,哎,,,1
4672,菇,,,1
4674,戳,,,1
4686,蒂,,,1
4695,痘,,,1
4696,硼,,,1
4698,扼,,,1
4702,蚜,,,1
4704,氯,,,1
4705,氫,,,1
4709,饃,,,1
4711,垛,,,1
4715,銼,,,1
4718,唆,,,1
4722,瘸,,,1
4728,杈,,,1
4737,賒,,,1
4744,鹵,,,1
4754,淤,,,1
4757,麩,,,1
4765,駒,,,1
4770,豺,,,1
4773,揩,,,1
4777,隘,,,1
4781,蓖,,,1
4783,薺,,,1
4786,坯,,,1
4789,頽,,,1
4791,茴,,,1
4793,劊,,,1
4799,荔,,,1
4807,痹,,,1
4808,秕,,,1
4812,咨,,,1
4820,肄,,,1
4822,癡,,,1
4837,臊,,,1
4840,壕,,,1
4850,拗,,,1
4855,藐,,,1
4856,剿,,,1
4863,蕎,,,1
4874,毆,,,1
4879,餾,,,1
4885,帚,,,1
4908,鑷,,,1
4913,贍,,,1
4916,檐,,,1
4919,鍁,,,1
4920,杴,,,1
4921,腌,,,1
4923,掂,,,1
4928,諜,,,1
4934,賃,,,1
4935,檁,,,1
4950,柬,,,1
4953,扳,,扳手,1
4954,扳,,,1
4959,鱉,,,1
4960,憋,,,1
4961,娩,,,1
4964,癬,,,1
4966,涎,,,1
4970,膳,,,1
4974,孽,,,1
4975,蔫,,,1
4979,蠍,,,1
4980,謁,,,1
4981,蔫,,,1
4982,憋,,,1
4985,攆,,,1
4995,攢,,,1
4999,豌,,,1
5003,篡,,,1
5005,涮,,,1
5006,宦,,,1
5015,礬,,,1
5027,昵,,,1
5029,榛,,,1
5034,釁,,,1
5043,囤,,,1
5047,瘟,,,1
5053,椿,,,1
5055,秫,,,1
5059,熏,,,1
5060,勳,,,1
5061,葷,,,1
5062,謗,,,1
5078,芍,,,1
5079,瓤,,,1
5086,蝗,,,1
5101,夯,,,1
5104,謄,,,1
5105,蹭,,,1
5106,鯽,,,1
5128,纓,,,1
5132,嫡,,,1
5133,嫡,,,1
5134,錠,,,1
5147,捅,,,1
5148,瞳,,,1
5149,牘,,,1
5152,汞,,,1
5159,盅,,,1
5160,冗,,,1
5165,茬,,,1
5167,撣,,,1
5168,焊,,,1
5169,捻,,,1
5172,繮,,,1
5176,氨,,,1
5185,泵,,,1
5186,匕,,,1
5196,舶,,,1
5202,捶,,,1
5210,氮,,,1
5230,誹,,,1
5235,鈣,,,1
5239,鎬,,,1
5252,硅,,,1
5255,捍,,,1
5275,蛔,,,1
5312,棱,,,1
5320,鐐,,,1
5325,躪,,,1
5335,侖,,,1
5340,氓,,,1
5383,黔,,,1
5384,黔,,,1
5386,撬,,,1
5396,蹂,,,1
5397,蹂,,,1
5398,蹂,,,1
5424,銑,,,1
5432,邢,,,1
5434,酗,,,1
5454,熒,,,1
5459,踊,,,1
5490,秭,,,1
5493,詛,,,1
5494,樽,,,1
5501,滓,,,1
5510,掰,,,1
5525,梆,,,1
5532,荸,,,1
5548,碴,,,1
5549,衩,,,1
5605,瘩,,,1
5614,襠,,,1
5626,碉,,,1
5645,哆,,,1
5668,鳧,,,1
5697,疙,,,1
5758,幌,,,1
5781,鉀,,,1
5782,鉀,,,1
5788,秸,,,1
5827,銬,,,1
5839,胯,,,1
5840,胯,,,1
5841,胯,,,1
5899,咧,,,1
5916,婁,,,1
5941,鉚,,,1
5957,蘑,,,1
5978,擰,,,1
6061,颯,,,1
6070,啥,,,1
6096,吮,,,1
6097,吮,,,1
6118,曇,,,1
6122,搪,,,1
6140,笤,,,1
6171,捂,,,1
6188,舷,,,1
6203,芯,,,1
6206,鋅,,,1
6224,汛,,,1
6225,汛,,,1
6226,汛,,,1
6234,唁,,,1
6245,掖,,,1
6441,嘁,,,1
6566,淩,,,1
6612,矾,,,1
6650,栖,,,1
6677,碱,,,1
6684,癣,,,1
6696,虱,,,1
7112,淀,,,1
7182,鰐,,,1
7832,灕,,,1
8576,泝,,,1
8579,遡,,,1
8620,薹,,,1
8965,衅,,,1
8996,卹,,,1
9056,菴,,,1
9244,踰,,,1
9838,嘁,,,1
9869,猬,,,1
9979,檩,,,1
