id,單字,组词,原註,罕度
4382,罕,罕見(罕见),,1
4383,耙,耙子,,1
4385,瑪,瑪瑙(玛瑙),,1
4388,籽,菜籽,,1
4390,啤,啤酒,,1
4394,揍,揍人,,1
4396,淌,流淌,,1
4405,嚎,嚎叫,,1
4406,擂,擂台,,1
4409,刨,刨子,,1
4410,胚,胚胎,,1
4413,碟,碟子,,1
4414,碘,碘酒,,1
4415,碳,碳酸,,1
4420,琉,琉璃,,1
4422,榕,榕樹(榕树),,1
4429,搗,搗亂(捣乱),,1
4430,跺,跺腳(跺脚),,1
4431,褂,褂子,,1
4433,舔,舔舐,,1
4434,鞍,馬鞍(马鞍),,1
4437,癱,癱瘓(瘫痪),,1
4442,摹,臨摹(临摹),,1
4443,嘀,嘀咕,,1
4448,腺,腺體(腺体),,1
4452,筷,筷子,,1
4453,惦,惦記(惦记),,1
4456,瀕,瀕臨(濒临),,1
4458,鋁,鋁(铝),,1
4461,崙,崑崙(昆仑),,1
4468,嗡,嗡嗡,,1
4469,嗦,囉嗦(啰嗦),,1
4473,嗆,嗆(呛),食急氣逆,1
4474,嗆,嗆鼻(呛鼻),嗆鼻,1
4475,嗅,嗅覺(嗅觉),,1
4480,鱷,鱷魚(鳄鱼),,1
4482,溯,追溯,,1
4488,烹,烹飪(烹饪),,1
4505,喲,哎喲(哎哟),,1
4506,喳,嘰嘰喳喳(叽叽喳喳),,1
4515,僱,僱傭(雇佣),,1
4520,啃,啃咬,,1
4527,屜,抽屜(抽屉),,1
4539,櫥,櫥櫃(橱柜),,1
4544,哼,哼歌,哼歌,1
4545,哼,哼,感歎詞,1
4549,哩,英哩,英哩,1
4550,哩,哩嚕,哩嚕,1
4554,瞄,瞄準(瞄准),,1
4562,叭,喇叭,,1
4563,茉,茉莉,,1
4580,嘿,嘿嘿,嘿嘿,1
4581,嘿,嘿,通「默」,1
4584,癌,癌症,,1
4586,蠕,蠕動(蠕动),,1
4602,咪,咪咪,,1
4603,咕,咕嚕(咕噜),,1
4604,咖,咖啡,,1
4606,咒,咒語(咒语),,1
4610,癮,上癮(上瘾),,1
4612,腮,腮幫(腮帮),,1
4615,媳,媳婦(媳妇),,1
4618,賬,帳賬(账账),,1
4622,俐,伶俐,,1
4623,玫,玫瑰,,1
4624,鍘,鍘刀(铡刀),,1
4631,埠,商埠,商埠，外埠,1
4632,埠,船埠,船埠，埠頭,1
4634,礁,礁石,,1
4638,錨,拋錨(抛锚),,1
4640,婿,女婿,,1
4641,袱,包袱,,1
4642,漩,漩渦(漩涡),,1
4650,吆,吆喝,,1
4654,晰,清晰,,1
4655,晾,晾曬(晾晒),,1
4657,拷,拷問(拷问),,1
4664,錳,錳(锰),,1
4671,哎,哎呀,,1
4672,菇,蘑菇,,1
4674,戳,戳破,,1
4686,蒂,花蒂,,1
4695,痘,痘痘,,1
4696,硼,硼砂,,1
4698,扼,扼殺(扼杀),,1
4702,蚜,蚜蟲(蚜虫),,1
4704,氯,氯氣(氯气),,1
4705,氫,氫氣(氢气),,1
4709,饃,饃饃(馍馍),,1
4711,垛,城垛,,1
4715,銼,銼刀(锉刀),,1
4718,唆,教唆,,1
4722,瘸,瘸腿,,1
4728,杈,樹杈(树杈),,1
4737,賒,賒欠(赊欠),,1
4744,鹵,鹵味(卤味),,1
4754,淤,淤泥,,1
4757,麩,麩皮(麸皮),,1
4765,駒,馬駒(马驹),,1
4770,豺,豺狼,,1
4773,揩,揩油,,1
4777,隘,狹隘(狭隘),,1
4781,蓖,蓖麻,,1
4783,薺,薺菜(荠菜),,1
4786,坯,土坯,,1
4789,頽,頽廢(颓废),,1
4791,茴,茴香,,1
4793,劊,劊子手(刽子手),,1
4799,荔,荔枝,,1
4807,痹,麻痹,,1
4808,秕,秕糠,,1
4812,咨,諮詢(咨询),,1
4820,肄,肄業(肄业),,1
4822,癡,癡呆(痴呆),,1
4837,臊,害臊,,1
4840,壕,壕溝(壕沟),,1
4850,拗,拗口,,1
4855,藐,藐視(藐视),,1
4856,剿,剿滅(剿灭),,1
4863,蕎,蕎麥(荞麦),,1
4874,毆,毆鬥(殴斗),,1
4879,餾,蒸餾(蒸馏),,1
4885,帚,掃帚(扫帚),,1
4908,鑷,鑷子(镊子),,1
4913,贍,贍養(赡养),,1
4916,檐,屋檐,,1
4919,鍁,鐵鍁(铁锨),,1
4920,杴,杴,,1
4921,腌,醃製(腌制),,1
4923,掂,掂量,,1
4928,諜,間諜(间谍),,1
4934,賃,租賃(租赁),,1
4935,檁,檁條(檩条),,1
4950,柬,柬帖,,1
4953,扳,扳手,扳手,1
4954,扳,扳機(扳机),,1
4959,鱉,鱉(鳖),,1
4960,憋,憋氣(憋气),,1
4961,娩,分娩,,1
4964,癬,癬(癣),,1
4966,涎,垂涎,,1
4970,膳,膳食,,1
4974,孽,孽障,,1
4975,蔫,發蔫(发蔫),,1
4979,蠍,蠍子(蝎子),,1
4980,謁,謁見(谒见),,1
4981,蔫,蔫,,1
4982,憋,憋悶(憋闷),,1
4985,攆,攆走(撵走),,1
4995,攢,積攢(积攒),,1
4999,豌,豌豆,,1
5003,篡,篡奪(篡夺),,1
5005,涮,涮羊肉,,1
5006,宦,宦官,,1
5015,礬,明礬(明矾),,1
5027,昵,昵稱(昵称),,1
5029,榛,榛子,,1
5034,釁,挑釁(挑衅),,1
5043,囤,囤積(囤积),,1
5047,瘟,瘟疫,,1
5053,椿,香椿,,1
5055,秫,秫秸,,1
5059,熏,熏陶,,1
5060,勳,功勛(功勋),,1
5061,葷,葷菜(荤菜),,1
5062,謗,誹謗(诽谤),,1
5078,芍,芍藥(芍药),,1
5079,瓤,瓜瓤,,1
5086,蝗,蝗蟲(蝗虫),,1
5101,夯,夯實(夯实),,1
5104,謄,謄寫(誊写),,1
5105,蹭,磨蹭,,1
5106,鯽,鯽魚(鲫鱼),,1
5128,纓,纓絡(缨络),,1
5132,嫡,嫡系,,1
5133,嫡,嫡出,,1
5134,錠,銀錠(银锭),,1
5147,捅,捅破,,1
5148,瞳,瞳孔,,1
5149,牘,簡牘(简牍),,1
5152,汞,汞,,1
5159,盅,酒盅,,1
5160,冗,冗長(冗长),,1
5165,茬,麥茬(麦茬),,1
5167,撣,撣子(掸子),,1
5168,焊,焊接,,1
5169,捻,捻轉(捻转),,1
5172,繮,繮繩(缰绳),,1
5176,氨,氨水,,1
5185,泵,水泵,,1
5186,匕,匕首,,1
5196,舶,船舶,,1
5202,捶,捶打,,1
5210,氮,氮氣(氮气),,1
5230,誹,誹謗(诽谤),,1
5235,鈣,鈣(钙),,1
5239,鎬,鎬頭(镐头),,1
5252,硅,硅谷,,1
5255,捍,捍衛(捍卫),,1
5275,蛔,蛔蟲(蛔虫),,1
5312,棱,棱角,,1
5320,鐐,鐐銬(镣铐),,1
5325,躪,蹂躪(蹂躏),,1
5335,侖,崑崙(昆仑),,1
5340,氓,流氓,,1
5383,黔,黔首,,1
5384,黔,黔驢技窮(黔驴技穷),,1
5386,撬,撬開(撬开),,1
5396,蹂,蹂躪(蹂躏),,1
5397,蹂,蹂躪(蹂躏),,1
5398,蹂,蹂躪(蹂躏),,1
5424,銑,銑床(铣床),,1
5432,邢,邢,,1
5434,酗,酗酒,,1
5454,熒,熒屏(荧屏),,1
5459,踊,踊躍(踊跃),,1
5490,秭,秭歸(秭归),,1
5493,詛,詛咒(诅咒),,1
5494,樽,酒樽,,1
5501,滓,渣滓,,1
5510,掰,掰開(掰开),,1
5525,梆,梆子,,1
5532,荸,荸薺(荸荠),,1
5548,碴,碴口,,1
5549,衩,褲衩(裤衩),,1
5605,瘩,疙瘩,,1
5614,襠,褲襠(裤裆),,1
5626,碉,碉堡,,1
5645,哆,哆嗦,,1
5668,鳧,鳧水(凫水),,1
5697,疙,疙瘩,,1
5758,幌,幌子,,1
5781,鉀,鉀肥(钾肥),,1
5782,鉀,氯化鉀(氯化钾),,1
5788,秸,秸稈(秸秆),,1
5827,銬,手銬(手铐),,1
5839,胯,胯骨,,1
5840,胯,胯下,,1
5841,胯,胯,,1
5899,咧,咧嘴,,1
5916,婁,婁(娄),,1
5941,鉚,鉚釘(铆钉),,1
5957,蘑,蘑菇,,1
5978,擰,擰開(拧开),,1
6061,颯,颯颯(飒飒),,1
6070,啥,啥,,1
6096,吮,吮吸,,1
6097,吮,吮乳,,1
6118,曇,曇花(昙花),,1
6122,搪,搪塞,,1
6140,笤,笤帚,,1
6171,捂,捂住,,1
6188,舷,船舷,,1
6203,芯,燈芯(灯芯),,1
6206,鋅,鋅(锌),,1
6224,汛,汛期,,1
6225,汛,潮汛,,1
6226,汛,防汛,,1
6234,唁,唁電(唁电),,1
6245,掖,掖縣(掖县),,1
6441,嘁,嘁嘁喳喳,,1
6566,淩,淩空(凌空),,1
6612,矾,明矾,,1
6650,栖,栖息,,1
6677,碱,碱性,,1
6684,癣,癣,,1
6696,虱,虱子,,1
7112,淀,沉淀,,1
7182,鰐,鳄鱼,,1
7832,灕,灕江(漓江),,1
8576,泝,泝流(溯流),,1
8579,遡,遡源(溯源),,1
8620,薹,蒜薹,,1
8965,衅,挑衅,,1
8996,卹,抚卹(抚恤),,1
9056,菴,草菴(草庵),,1
9244,踰,踰越(逾越),,1
9838,嘁,嘁嘁喳喳,,1
9869,猬,刺猬,,1
9979,檩,檩条,,1
